index,actual,consensus,country,day,forecast,hour,indicator,label,period,previous,previous_revised,source
5633,"{""value"": 1.1, ""uom"": ""%""}",null,IT,2018-07-12,null,12:15 PM,3-Year BTP Auction,0,,"{""value"": 1.16, ""uom"": ""%""}",null,te
5634,"{""value"": 2.31, ""uom"": ""%""}",null,IT,2018-07-12,null,12:15 PM,7-Year BTP Auction,0,,"{""value"": 2.37, ""uom"": ""%""}",null,te
5635,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-07-12,null,02:30 PM,Core Inflation Rate MoM,0,JUN,"{""value"": 0.2, ""uom"": ""%""}",null,te
5636,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 2.3, ""uom"": ""%""}",US,2018-07-12,"{""value"": 2.2, ""uom"": ""%""}",02:30 PM,Core Inflation Rate YoY,0,JUN,"{""value"": 2.2, ""uom"": ""%""}",null,te
5637,"{""value"": 2.9, ""uom"": ""%""}","{""value"": 2.9, ""uom"": ""%""}",US,2018-07-12,"{""value"": 2.9, ""uom"": ""%""}",02:30 PM,Inflation Rate YoY,0,JUN,"{""value"": 2.8, ""uom"": ""%""}",null,te
5638,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-07-12,"{""value"": 0.2, ""uom"": ""%""}",02:30 PM,Inflation Rate MoM,0,JUN,"{""value"": 0.2, ""uom"": ""%""}",null,te
5639,"{""value"": 51.0, ""uom"": ""Bcf""}","{""value"": 55.0, ""uom"": ""Bcf""}",US,2018-07-12,"{""value"": 79.0, ""uom"": ""Bcf""}",04:30 PM,EIA Natural Gas Stocks Change,0,06/JUL,"{""value"": 78.0, ""uom"": ""Bcf""}",null,te
5640,null,null,US,2018-07-12,null,06:00 PM,WASDE Report,0,,null,null,te
5641,null,null,US,2018-07-12,null,06:15 PM,Fed Harker Speech,0,,null,null,te
5642,"{""value"": -75000000000.0, ""uom"": ""$""}","{""value"": -98200000000.0, ""uom"": ""$""}",US,2018-07-12,"{""value"": -100000000000.0, ""uom"": ""$""}",08:00 PM,Monthly Budget Statement,0,JUN,"{""value"": -147000000000.0, ""uom"": ""$""}",null,te
5643,null,null,US,2018-07-12,null,17:30,Fed's Powell Speech,0,,null,null,fxs
5644,"{""value"": 2.958, ""uom"": ""%""}",null,US,2018-07-12,null,17:00,30-Year Bond Auction,0,,"{""value"": 3.1, ""uom"": ""%""}",null,fxs
5645,null,null,US,2018-07-12,null,16:15,FOMC Member Harker Speech,0,,null,null,fxs
5646,"{""value"": 51000000000.0, ""uom"": null}","{""value"": 55000000000.0, ""uom"": null}",US,2018-07-12,null,14:30,EIA Natural Gas Storage change (Jul 2),0,,"{""value"": 78000000000.0, ""uom"": null}",null,fxs
5647,"{""value"": 0.9, ""uom"": ""%""}","{""value"": 1.0, ""uom"": ""%""}",CA,2018-07-12,null,12:30,New Housing Price Index (YoY) (May),0,,"{""value"": 1.6, ""uom"": ""%""}",null,fxs
5648,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",CA,2018-07-12,null,12:30,New Housing Price Index (MoM) (May),0,,"{""value"": 0.0, ""uom"": ""%""}",null,fxs
5649,"{""value"": 2.9, ""uom"": ""%""}","{""value"": 2.9, ""uom"": ""%""}",US,2018-07-12,null,12:30,Consumer Price Index (YoY) (Jun),0,,"{""value"": 2.8, ""uom"": ""%""}",null,fxs
5650,"{""value"": 257.31, ""uom"": null}","{""value"": 257.361, ""uom"": null}",US,2018-07-12,null,12:30,Consumer Price Index Core s.a (Jun),0,,"{""value"": 256.889, ""uom"": null}",null,fxs
5651,"{""value"": 251.989, ""uom"": null}","{""value"": 252.0, ""uom"": null}",US,2018-07-12,null,12:30,Consumer Price Index n.s.a (MoM) (Jun),0,,"{""value"": 251.588, ""uom"": null}",null,fxs
5652,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-07-12,null,12:30,Consumer Price Index (MoM) (Jun),0,,"{""value"": 0.2, ""uom"": ""%""}",null,fxs
5653,"{""value"": 1739000.0, ""uom"": null}","{""value"": 1720000.0, ""uom"": null}",US,2018-07-12,null,12:30,Continuing Jobless Claims (Jun 25),0,,"{""value"": 1742000.0, ""uom"": null}",null,fxs
5654,"{""value"": 214000.0, ""uom"": null}","{""value"": 225000.0, ""uom"": null}",US,2018-07-12,null,12:30,Initial Jobless Claims (Jul 2),0,,"{""value"": 232000.0, ""uom"": null}",null,fxs
5655,null,null,US,2018-07-12,null,12:30,FOMC Member Kashkari Speech,0,,null,null,fxs
5656,null,null,EA,2018-07-12,null,11:30,ECB Monetary Policy Meeting Accounts,0,,null,null,fxs
5657,"{""value"": 20.2, ""uom"": ""%""}",null,GR,2018-07-12,null,09:00,Unemployment Rate (MoM) (Apr),0,,"{""value"": 20.1, ""uom"": ""%""}",null,fxs
5658,"{""value"": 1.3, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""%""}",EA,2018-07-12,null,09:00,Industrial Production s.a. (MoM) (May),0,,"{""value"": -0.8, ""uom"": ""%""}",null,fxs
5659,"{""value"": 2.4, ""uom"": ""%""}","{""value"": 2.1, ""uom"": ""%""}",EA,2018-07-12,null,09:00,Industrial Production w.d.a. (YoY) (May),0,,"{""value"": 1.7, ""uom"": ""%""}",null,fxs
5660,null,null,UK,2018-07-12,null,08:30,BoE Credit Conditions Survey,0,,null,null,fxs
5661,"{""value"": 0.0, ""uom"": ""%""}",null,FR,2018-07-12,null,06:45,Inflation ex-tobacco (MoM) (Jun),0,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
5662,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",FR,2018-07-12,null,06:45,Consumer Price Index (EU norm) (MoM) (Jun),0,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
5663,"{""value"": 2.1, ""uom"": ""%""}","{""value"": 2.1, ""uom"": ""%""}",DE,2018-07-12,null,06:00,Harmonized Index of Consumer Prices (YoY) (Jun),0,,"{""value"": 2.1, ""uom"": ""%""}",null,fxs
5664,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",DE,2018-07-12,null,06:00,Consumer Price Index (MoM) (Jun),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
5665,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",DE,2018-07-12,null,06:00,Harmonized Index of Consumer Prices (MoM) (Jun),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
5666,"{""value"": 0.1, ""uom"": ""%""}",null,SG,2018-07-12,null,05:00,Retail Sales (MoM) (May),0,,"{""value"": -0.2, ""uom"": ""%""}",null,fxs
5667,"{""value"": 0.1, ""uom"": ""%""}",null,SG,2018-07-12,null,05:00,Retail Sales (YoY) (May),0,,"{""value"": 0.6, ""uom"": ""%""}",null,fxs
5668,"{""value"": 3.9, ""uom"": ""%""}",null,AU,2018-07-12,null,01:00,Consumer Inflation Expectation (Jul),0,,"{""value"": 4.2, ""uom"": ""%""}",null,fxs
5669,null,null,EA,2018-07-12,null,24h,Eurogroup meeting,0,,null,null,fxs
5670,null,null,US,2018-06-11,null,,MBA mortgage applications July 02,1,,"{""value"": -0.5, ""uom"": ""%""}",null,cio
5671,null,"{""value"": 3.2, ""uom"": ""%""}",US,2018-06-11,null,,Producer price index YoY Jun,1,,"{""value"": 3.1, ""uom"": ""%""}",null,cio
5672,null,"{""value"": 0.2, ""uom"": ""%""}",US,2018-06-11,null,,Producer price index MoM Jun,1,,"{""value"": 0.5, ""uom"": ""%""}",null,cio
5673,null,"{""value"": 0.5, ""uom"": ""%""}",US,2018-06-11,null,,Wholesale inventories May,1,,"{""value"": 0.5, ""uom"": ""%""}",null,cio
5674,"{""value"": 9.6, ""uom"": ""%""}","{""value"": 3.9, ""uom"": ""%""}",JP,2018-06-11,"{""value"": 2.7, ""uom"": ""%""}",01:50 AM,Machinery Orders YoY,0,APR,"{""value"": -2.4, ""uom"": ""%""}",null,te
5675,"{""value"": 10.1, ""uom"": ""%""}","{""value"": 2.8, ""uom"": ""%""}",JP,2018-06-11,"{""value"": 1.5, ""uom"": ""%""}",01:50 AM,Machinery Orders MoM,0,APR,"{""value"": -3.9, ""uom"": ""%""}",null,te
5676,"{""value"": 9.6, ""uom"": ""%""}",null,CN,2018-06-11,null,08:00 AM,Vehicle Sales YoY,0,MAY,"{""value"": 11.5, ""uom"": ""%""}",null,te
5677,"{""value"": -5280000000.0, ""uom"": ""\u00a3""}","{""value"": -2500000000.0, ""uom"": ""\u00a3""}",GB,2018-06-11,"{""value"": -3600000000.0, ""uom"": ""\u00a3""}",10:30 AM,Balance of Trade,0,APR,"{""value"": -3220000000.0, ""uom"": ""\u00a3""}","{""value"": -3091000000.0, ""uom"": ""Previousrevisedfrom\u00a3""}",te
5678,"{""value"": -6.6, ""uom"": ""%""}",null,GB,2018-06-11,"{""value"": -2.2, ""uom"": ""%""}",10:30 AM,Construction Orders YoY,0,Q1,"{""value"": -1.1, ""uom"": ""%""}","{""value"": -1.3, ""uom"": ""Previousrevisedfrom""}",te
5679,"{""value"": -3.3, ""uom"": ""%""}","{""value"": -1.8, ""uom"": ""%""}",GB,2018-06-11,"{""value"": -4.3, ""uom"": ""%""}",10:30 AM,Construction Output YoY,0,APR,"{""value"": -4.9, ""uom"": ""%""}",null,te
5680,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",GB,2018-06-11,"{""value"": 0.3, ""uom"": ""%""}",01:15 PM,NIESR GDP Est (3M),0,MAY,"{""value"": 0.1, ""uom"": ""%""}",null,te
5681,"{""value"": -0.594, ""uom"": ""%""}",null,FR,2018-06-11,null,03:00 PM,3-Month BTF Auction,0,JUN/11,"{""value"": -0.596, ""uom"": ""%""}",null,te
5682,"{""value"": -0.592, ""uom"": ""%""}",null,FR,2018-06-11,null,03:00 PM,12-Month BTF Auction,0,JUN/11,"{""value"": -0.565, ""uom"": ""%""}",null,te
5683,"{""value"": -0.59, ""uom"": ""%""}",null,FR,2018-06-11,null,03:00 PM,6-Month BTF Auction,0,JUN/11,"{""value"": -0.595, ""uom"": ""%""}",null,te
5684,"{""value"": 2.98, ""uom"": ""%""}",null,US,2018-06-11,"{""value"": 2.8, ""uom"": ""%""}",05:00 PM,Consumer Inflation Expectations,0,MAY,"{""value"": 2.98, ""uom"": ""%""}",null,te
5685,"{""value"": -3.2, ""uom"": null}","{""value"": 3.2, ""uom"": null}",JP,2018-06-11,null,23:50,BSI Large Manufacturing (QoQ) (Q2),0,,"{""value"": 2.9, ""uom"": null}",null,fxs
5686,"{""value"": 2.7, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",JP,2018-06-11,null,23:50,Domestic Corporate Goods Price Index (YoY) (May),0,,"{""value"": 2.1, ""uom"": ""%""}",null,fxs
5687,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",JP,2018-06-11,null,23:50,Domestic Corporate Goods Price Index (MoM) (May),0,,"{""value"": 0.2, ""uom"": ""%""}",null,fxs
5688,"{""value"": 2.962, ""uom"": ""%""}",null,US,2018-06-11,null,17:00,10-Year Note Auction,0,,"{""value"": 2.995, ""uom"": ""%""}",null,fxs
5689,"{""value"": 2.664, ""uom"": ""%""}",null,US,2018-06-11,null,17:00,3-Year Note Auction,0,,"{""value"": 2.664, ""uom"": ""%""}",null,fxs
5690,"{""value"": 2.075, ""uom"": ""%""}",null,US,2018-06-11,null,15:30,6-Month Bill Auction,0,,"{""value"": 2.07, ""uom"": ""%""}",null,fxs
5691,"{""value"": 1.91, ""uom"": ""%""}",null,US,2018-06-11,null,15:30,3-Month Bill Auction,0,,"{""value"": 1.91, ""uom"": ""%""}",null,fxs
5692,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",UK,2018-06-11,null,11:21,NIESR GDP Estimate (3M) (May),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
5693,"{""value"": -14030000000.0, ""uom"": ""\u00a3""}","{""value"": -11350000000.0, ""uom"": ""\u00a3""}",UK,2018-06-11,null,08:30,Goods Trade Balance (Apr),0,,"{""value"": -12000000000.0, ""uom"": ""\u00a3""}",null,fxs
5694,"{""value"": -5280000000.0, ""uom"": ""\u00a3""}","{""value"": -2500000000.0, ""uom"": ""\u00a3""}",UK,2018-06-11,null,08:30,Total Trade Balance (Apr),0,,"{""value"": -3220000000.0, ""uom"": ""\u00a3""}",null,fxs
5695,"{""value"": -5370000000.0, ""uom"": ""\u00a3""}","{""value"": -3200000000.0, ""uom"": ""\u00a3""}",UK,2018-06-11,null,08:30,Trade Balance; non-EU (Apr),0,,"{""value"": -3790000000.0, ""uom"": ""\u00a3""}",null,fxs
5696,"{""value"": 1.4, ""uom"": ""%""}","{""value"": 3.1, ""uom"": ""%""}",UK,2018-06-11,null,08:30,Manufacturing Production (YoY) (Apr),0,,"{""value"": 2.9, ""uom"": ""%""}",null,fxs
5697,"{""value"": -1.4, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",UK,2018-06-11,null,08:30,Manufacturing Production (MoM) (Apr),0,,"{""value"": -0.1, ""uom"": ""%""}",null,fxs
5698,"{""value"": 1.8, ""uom"": ""%""}","{""value"": 2.7, ""uom"": ""%""}",UK,2018-06-11,null,08:30,Industrial Production (YoY) (Apr),0,,"{""value"": 2.9, ""uom"": ""%""}",null,fxs
5699,"{""value"": -0.8, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",UK,2018-06-11,null,08:30,Industrial Production (MoM) (Apr),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
5700,"{""value"": 1.9, ""uom"": ""%""}","{""value"": 3.4, ""uom"": ""%""}",IT,2018-06-11,null,08:00,Industrial Output w.d.a (YoY) (Apr),0,,"{""value"": 3.5, ""uom"": ""%""}",null,fxs
5701,"{""value"": -1.2, ""uom"": ""%""}","{""value"": -0.6, ""uom"": ""%""}",IT,2018-06-11,null,08:00,Industrial Output s.a. (MoM) (Apr),0,,"{""value"": 1.2, ""uom"": ""%""}",null,fxs
5702,"{""value"": 14.9, ""uom"": ""%""}",null,JP,2018-06-11,null,06:00,Machine Tool Orders (YoY) (May),0,,"{""value"": 22.0, ""uom"": ""%""}",null,fxs
5703,null,null,AU,2018-06-11,null,24h,Queen's Birthday,0,,null,null,fxs
5704,null,"{""value"": 0.4, ""uom"": ""%""}",FR,2018-07-10,null,,Industrial production YoY May,1,,"{""value"": 2.1, ""uom"": ""%""}",null,cio
5705,null,"{""value"": 2.8, ""uom"": ""%""}",IT,2018-07-10,null,,Industrial production YoY May,1,,"{""value"": 1.9, ""uom"": ""%""}",null,cio
5706,null,"{""value"": 1.9, ""uom"": ""%""}",UK,2018-07-10,null,,Industrial production YoY May,1,,"{""value"": 1.8, ""uom"": ""%""}",null,cio
5707,null,"{""value"": -1.6, ""uom"": ""%""}",UK,2018-07-10,null,,Construction output YoY May,1,,"{""value"": -3.3, ""uom"": ""%""}",null,cio
5708,null,"{""value"": 0.4, ""uom"": ""%""}",UK,2018-07-10,null,,Index of Services 3M/3M May,1,,"{""value"": 0.2, ""uom"": ""%""}",null,cio
5709,null,"{""value"": -18.9, ""uom"": null}",DE,2018-07-10,null,,ZEW Survey of expectations July,1,,"{""value"": -16.1, ""uom"": null}",null,cio
5710,null,null,EA,2018-07-10,null,,ZEW Survey of expectations July,1,,"{""value"": -12.6, ""uom"": null}",null,cio
5711,null,null,UK,2018-07-10,null,,NIESR GDP estimate June,1,,"{""value"": 0.2, ""uom"": ""%""}",null,cio
5712,null,null,US,2018-07-10,null,,Redbook index YoY July 02,1,,"{""value"": 4.4, ""uom"": ""%""}",null,cio
5713,null,null,US,2018-07-10,null,,Redbook index MoM July 02,1,,"{""value"": -0.4, ""uom"": ""%""}",null,cio
5714,null,"{""value"": 6880000.0, ""uom"": null}",US,2018-07-10,null,,JOLTS job openings May,1,,"{""value"": 6698000.0, ""uom"": null}",null,cio
5715,null,"{""value"": 2.3, ""uom"": ""%""}",CH,2018-07-09,null,,Unemployment rate June,1,,"{""value"": 2.4, ""uom"": ""%""}",null,cio
5716,null,"{""value"": 19500000000.0, ""uom"": null}",DE,2018-07-09,null,,Trade balance May,1,,"{""value"": 20100000000.0, ""uom"": null}",null,cio
5717,null,null,FR,2018-07-09,null,,BdF Industrial sentiment June,1,,"{""value"": 100.0, ""uom"": null}",null,cio
5718,null,null,EA,2018-07-09,null,,Sentix investor sentiment July,1,,"{""value"": 9.3, ""uom"": null}",null,cio
5719,null,"{""value"": 1.5, ""uom"": ""%""}",DE,2018-07-06,null,,Industrial production YoY  May,1,,"{""value"": 2.0, ""uom"": ""%""}",null,cio
5720,null,"{""value"": -5050000000.0, ""uom"": null}",FR,2018-07-06,null,,Trade balance May,1,,"{""value"": -4954000000.0, ""uom"": null}",null,cio
5721,null,"{""value"": 1.6, ""uom"": ""%""}",UK,2018-07-06,null,,Halifax house prices 3 Mths/Year June,1,,"{""value"": 1.9, ""uom"": ""%""}",null,cio
5722,null,"{""value"": 0.5, ""uom"": ""%""}",IT,2018-07-06,null,,Retail sales MoM  May,1,,"{""value"": -0.7, ""uom"": ""%""}",null,cio
5723,null,"{""value"": 195000.0, ""uom"": null}",US,2018-07-06,null,,Nonfarm payrolls Jun,1,,"{""value"": 223000.0, ""uom"": null}",null,cio
5724,null,"{""value"": 34.5, ""uom"": null}",US,2018-07-06,null,,Average weekly hours Jun,1,,"{""value"": 34.5, ""uom"": null}",null,cio
5725,null,"{""value"": 2.8, ""uom"": ""%""}",US,2018-07-06,null,,Average hourly earnings YoY Jun,1,,"{""value"": 2.7, ""uom"": ""%""}",null,cio
5726,null,"{""value"": 3.8, ""uom"": ""%""}",US,2018-07-06,null,,Unemployment rate Jun,1,,"{""value"": 3.8, ""uom"": ""%""}",null,cio
5727,null,"{""value"": 62.7, ""uom"": ""%""}",US,2018-07-06,null,,Labor force participation rate Jun,1,,"{""value"": 62.7, ""uom"": ""%""}",null,cio
5728,null,"{""value"": 0.3, ""uom"": ""%""}",US,2018-07-06,null,,Average hourly earnings MoM Jun,1,,"{""value"": 0.3, ""uom"": ""%""}",null,cio
5729,null,"{""value"": -43700000000.0, ""uom"": ""$""}",US,2018-07-06,null,,Trade balance May,1,,"{""value"": -46200000000.0, ""uom"": ""$""}",null,cio
5730,null,null,CA,2018-07-06,null,,Imports May,1,,"{""value"": 50470000000.0, ""uom"": ""$""}",null,cio
5731,null,null,CA,2018-07-06,null,,Exports May,1,,"{""value"": 48560000000.0, ""uom"": ""$""}",null,cio
5732,null,"{""value"": 5.8, ""uom"": ""%""}",CA,2018-07-06,null,,Unemployment rate Jun,1,,"{""value"": 5.8, ""uom"": ""%""}",null,cio
5733,null,"{""value"": 1.7, ""uom"": ""%""}",DE,2018-07-05,null,,Factory orders YoY May,1,,"{""value"": -0.1, ""uom"": ""%""}",null,cio
5734,null,"{""value"": 1.1, ""uom"": ""%""}",CH,2018-07-05,null,,CPI YoY June,1,,"{""value"": 1.0, ""uom"": ""%""}",null,cio
5735,null,null,UK,2018-07-05,null,,New car registrations YoY June,1,,"{""value"": 3.4, ""uom"": ""%""}",null,cio
5736,null,"{""value"": 190000.0, ""uom"": null}",US,2018-07-05,null,,ADP employment change June,1,,"{""value"": 178000.0, ""uom"": null}",null,cio
5737,null,"{""value"": 225000.0, ""uom"": null}",US,2018-07-05,null,,Initial jobless claims June 30,1,,"{""value"": 227000.0, ""uom"": null}",null,cio
5738,null,"{""value"": 56.5, ""uom"": null}",US,2018-07-05,null,,Markit Services PMI June,1,,"{""value"": 56.5, ""uom"": null}",null,cio
5739,null,"{""value"": 58.3, ""uom"": null}",US,2018-07-05,null,,ISM Non-Manuf. Composite June,1,,"{""value"": 58.6, ""uom"": null}",null,cio
5740,null,"{""value"": 55.6, ""uom"": null}",FR,2018-07-04,null,,Markit Composite PMI June F,1,,"{""value"": 55.6, ""uom"": null}",null,cio
5741,null,"{""value"": 54.2, ""uom"": null}",DE,2018-07-04,null,,Markit Composite PMI June F,1,,"{""value"": 54.2, ""uom"": null}",null,cio
5742,null,"{""value"": 54.8, ""uom"": null}",EA,2018-07-04,null,,Markit Composite PMI June F,1,,"{""value"": 54.8, ""uom"": null}",null,cio
5743,null,"{""value"": 54.5, ""uom"": null}",UK,2018-07-04,null,,Markit/CIPS Composite PMI June F,1,,"{""value"": 54.5, ""uom"": null}",null,cio
5744,null,"{""value"": 52.5, ""uom"": null}",UK,2018-07-03,null,,Markit/CIPS Construction Index June,1,,"{""value"": 52.5, ""uom"": null}",null,cio
5745,null,"{""value"": 2.7, ""uom"": ""%""}",EA,2018-07-03,null,,PPI YoY May,1,,"{""value"": 2.0, ""uom"": ""%""}",null,cio
5746,null,"{""value"": 1.6, ""uom"": ""%""}",EA,2018-07-03,null,,Retail sales YoY May,1,,"{""value"": 1.7, ""uom"": ""%""}",null,cio
5747,null,null,US,2018-07-03,null,,Redbook index MoM June 30,1,,"{""value"": -0.5, ""uom"": ""%""}",null,cio
5748,null,null,US,2018-07-03,null,,Redbook index YoY June 30,1,,"{""value"": 3.1, ""uom"": ""%""}",null,cio
5749,null,"{""value"": 0.0, ""uom"": ""%""}",US,2018-07-03,null,,Factory Orders MoM May,1,,"{""value"": -0.8, ""uom"": ""%""}",null,cio
5750,null,"{""value"": 17000000.0, ""uom"": null}",US,2018-07-03,null,,Total vehicle sales Jun,1,,"{""value"": 16910000.0, ""uom"": null}",null,cio
5751,null,"{""value"": 61.0, ""uom"": null}",CH,2018-07-02,null,,PMI Manufacturing June,1,,"{""value"": 62.4, ""uom"": null}",null,cio
5752,null,"{""value"": 52.5, ""uom"": null}",IT,2018-07-02,null,,PMI Manufacturing June,1,,"{""value"": 52.7, ""uom"": null}",null,cio
5753,null,"{""value"": 53.1, ""uom"": null}",FR,2018-07-02,null,,PMI Manufacturing June f,1,,"{""value"": 53.1, ""uom"": null}",null,cio
5754,null,"{""value"": 55.9, ""uom"": null}",DE,2018-07-02,null,,PMI Manufacturing June f,1,,"{""value"": 55.9, ""uom"": null}",null,cio
5755,null,"{""value"": 55.0, ""uom"": null}",EA,2018-07-02,null,,PMI Manufacturing June,1,,"{""value"": 55.0, ""uom"": null}",null,cio
5756,null,"{""value"": 54.0, ""uom"": null}",UK,2018-07-02,null,,PMI Manufacturing June,1,,"{""value"": 54.4, ""uom"": null}",null,cio
5757,null,"{""value"": 2.7, ""uom"": ""%""}",EA,2018-07-02,null,,PPI YoY May,1,,"{""value"": 2.0, ""uom"": ""%""}",null,cio
5758,null,"{""value"": 8.5, ""uom"": ""%""}",EA,2018-07-02,null,,Unemployment rate May,1,,"{""value"": 8.5, ""uom"": ""%""}",null,cio
5759,null,"{""value"": 55.0, ""uom"": null}",US,2018-07-02,null,,Markit manufacturing PMI Jun,1,,"{""value"": 54.6, ""uom"": null}",null,cio
5760,null,"{""value"": 58.3, ""uom"": null}",US,2018-07-02,null,,ISM manufacturing PMI Jun,1,,"{""value"": 58.7, ""uom"": null}",null,cio
5761,null,"{""value"": 78.2, ""uom"": null}",US,2018-07-02,null,,ISM price paid Jun,1,,"{""value"": 79.5, ""uom"": null}",null,cio
5762,null,"{""value"": 0.5, ""uom"": ""%""}",US,2018-07-02,null,,Construction spending MoM May,1,,"{""value"": 1.8, ""uom"": ""%""}",null,cio
5763,null,null,JP,2018-06-29,null,,Vehicle production YoY Apr,1,,"{""value"": 0.2, ""uom"": ""%""}",null,cio
5764,null,"{""value"": -6.1, ""uom"": ""%""}",JP,2018-06-29,null,,Housing starts YoY May,1,,"{""value"": 0.3, ""uom"": ""%""}",null,cio
5765,null,"{""value"": 43.9, ""uom"": null}",JP,2018-06-29,null,,Consumer confidence index Jun,1,,"{""value"": 43.8, ""uom"": null}",null,cio
5766,null,"{""value"": 1.9, ""uom"": ""%""}",DE,2018-06-29,null,,Retail sales YoY May,1,,"{""value"": 1.2, ""uom"": ""%""}",null,cio
5767,null,"{""value"": 0.1, ""uom"": ""%""}",FR,2018-06-29,null,,Consumer spending YoY May,1,,"{""value"": 0.2, ""uom"": ""%""}",null,cio
5768,null,"{""value"": 2.4, ""uom"": ""%""}",FR,2018-06-29,null,,CPI YoY June p,1,,"{""value"": 2.3, ""uom"": ""%""}",null,cio
5769,null,"{""value"": 99.7, ""uom"": null}",CH,2018-06-29,null,,KoF Leading indicator June,1,,"{""value"": 100.0, ""uom"": null}",null,cio
5770,null,"{""value"": 5.2, ""uom"": ""%""}",DE,2018-06-29,null,,Unemployment rate June,1,,"{""value"": 5.2, ""uom"": ""%""}",null,cio
5771,null,"{""value"": 62300.0, ""uom"": null}",UK,2018-06-29,null,,Mortgage approvals May,1,,"{""value"": 62500.0, ""uom"": null}",null,cio
5772,null,"{""value"": 0.1, ""uom"": ""%""}",UK,2018-06-29,null,,GDP QoQ F Q1,1,,"{""value"": 0.1, ""uom"": ""%""}",null,cio
5773,null,"{""value"": 2.0, ""uom"": ""%""}",EA,2018-06-29,null,,CPI YoY June,1,,"{""value"": 1.9, ""uom"": ""%""}",null,cio
5774,null,"{""value"": 1.9, ""uom"": ""%""}",US,2018-06-29,null,,Core personal consumption expenditure – price index YoY May,1,,"{""value"": 1.8, ""uom"": ""%""}",null,cio
5775,null,"{""value"": 0.4, ""uom"": ""%""}",US,2018-06-29,null,,Personal spending May,1,,"{""value"": 0.6, ""uom"": ""%""}",null,cio
5776,null,"{""value"": 2.2, ""uom"": ""%""}",US,2018-06-29,null,,Personal consumption expenditures – price index YoY May,1,,"{""value"": 2.0, ""uom"": ""%""}",null,cio
5777,null,"{""value"": 0.2, ""uom"": ""%""}",US,2018-06-29,null,,Core personal consumption expenditure – price index MoM May,1,,"{""value"": 0.2, ""uom"": ""%""}",null,cio
5778,null,"{""value"": 10.6, ""uom"": null}",DE,2018-06-28,null,,GfK consumer confidence July,1,,"{""value"": 10.7, ""uom"": null}",null,cio
5779,null,"{""value"": 2.1, ""uom"": ""%""}",DE,2018-06-28,null,,CPI YoY June,1,,"{""value"": 2.2, ""uom"": ""%""}",null,cio
5780,null,"{""value"": 112.0, ""uom"": null}",EA,2018-06-28,null,,Economic confidence June,1,,"{""value"": 112.5, ""uom"": null}",null,cio
5781,null,"{""value"": 6.5, ""uom"": null}",EA,2018-06-28,null,,Business climate indicator June,1,,"{""value"": 6.8, ""uom"": null}",null,cio
