index,index,actual,consensus,country,date,forecast,hour,indicator,period,previous,previous_revised
4150,4281,0.2%,0.2%,FR,Friday June 22 2018,0.2%,08:45 AM,GDP Growth Rate QoQ Final,Q1,0.7%,
4151,4282,55.6,54.5,FR,Friday June 22 2018,54,09:00 AM,Markit Composite PMI Flash,JUN,54.2,
4152,4283,53.1,55.1,FR,Friday June 22 2018,54,09:00 AM,Markit Manufacturing PMI Flash,JUN,54.4,
4153,4284,56.4,54.3,FR,Friday June 22 2018,54.2,09:00 AM,Markit Services PMI Flash,JUN,54.3,
4154,4285,54.2,54.2,DE,Friday June 22 2018,53.8,09:30 AM,Markit Composite PMI Flash,JUN,53.4,
4155,4286,55.9,55.9,DE,Friday June 22 2018,56.3,09:30 AM,Markit Manufacturing PMI Flash,JUN,56.9,
4156,4287,53.9,52.1,DE,Friday June 22 2018,53,09:30 AM,Markit Services PMI Flash,JUN,52.1,
4157,4288,54.8,53.9,EA,Friday June 22 2018,54.5,10:00 AM,Markit Composite PMI Flash,JUN,54.1,
4158,4289,55.0,55.5,EA,Friday June 22 2018,54.8,10:00 AM,Markit Manufacturing PMI Flash,JUN,55.5,
4159,4290,55.0,55,EA,Friday June 22 2018,53.8,10:00 AM,Markit Services PMI Flash,JUN,53.8,
4160,4291,,,GB,Friday June 22 2018,,01:00 PM,BoE Quarterly Bulletin,,,
4161,4292,1.3%,1.4%,CA,Friday June 22 2018,1.6%,02:30 PM,Core Inflation Rate YoY,MAY,1.5%,
4162,4293,2.2%,2.5%,CA,Friday June 22 2018,2.4%,02:30 PM,Inflation Rate YoY,MAY,2.2%,
4163,4294,0.1%,0.3%,CA,Friday June 22 2018,0.2%,02:30 PM,Inflation Rate MoM,MAY,0.3%,
4164,4295,-1.2%,0.0%,CA,Friday June 22 2018,0.2%,02:30 PM,Retail Sales MoM,APR,0.8%,Previous revised from 0.6%
4165,4296,1.6%,,CA,Friday June 22 2018,3.9%,02:30 PM,Retail Sales YoY,APR,3.9%,Previous revised from 4.1%
4166,4297,-0.1%,0.5%,CA,Friday June 22 2018,0.3%,02:30 PM,Retail Sales Ex Autos MoM,APR,-0.2%,
4167,4298,56,56,US,Friday June 22 2018,54,03:45 PM,Markit Composite PMI Flash,JUN,56.6,
4168,4299,54.6,56.5,US,Friday June 22 2018,55.3,03:45 PM,Markit Manufacturing PMI Flash,JUN,56.4,
4169,4300,56.5,56.5,US,Friday June 22 2018,54,03:45 PM,Markit Services PMI Flash,JUN,56.8,
4170,4301,862,,US,Friday June 22 2018,866,07:00 PM,Baker Hughes Oil Rig Count,22/JUN,863,
4171,4302,,,EA,Friday June 22 2018,,,Ecofin Meeting,,,
4172,4303,¥1490.4B,,JP,Thursday June 21 2018,¥ 137.5B,01:50 AM,Foreign Bond Investment,16/JUN,¥-475.6B,Previous revised from ¥-488.5B
4173,4304,¥-40.8B,,JP,Thursday June 21 2018,¥ -108.4B,01:50 AM,Stock Investment by Foreigners,16/JUN,¥-108.3B,Previous revised from ¥-108.5B
4174,4305,,,AU,Thursday June 21 2018,,03:30 AM,RBA Bulletin,,,
4175,4306,,,JP,Thursday June 21 2018,,03:30 AM,BoJ Funo Speech,,,
4176,4307,,,CH,Thursday June 21 2018,,06:30 AM,SNB Financial Stability Report,,,
4177,4308,CHF2.26B,,CH,Thursday June 21 2018,CHF3.2B,08:00 AM,Balance of Trade,MAY,CHF2.72B,Previous revised from CHF2.80B
4178,4309,110,108,FR,Thursday June 21 2018,111,08:45 AM,Business Confidence,JUN,110,Previous revised from 109
4179,4310,4.8%,,ES,Thursday June 21 2018,4.5%,09:00 AM,Industrial Orders YoY,APR,3.9%,
4180,4311,-0.75%,-0.75%,CH,Thursday June 21 2018,-0.75%,09:30 AM,SNB Interest Rate Decison,,-0.75%,
4181,4312,£-3.36B,£-5.0B,GB,Thursday June 21 2018,£-4.9B,10:30 AM,Public Sector Net Borrowing,MAY,£-5.27B,Previous revised from £-6.23B
4182,4313,0.336%,,ES,Thursday June 21 2018,,10:55 AM,5-Year Bonos Auction,,0.44%,
4183,4314,-0.46%,,FR,Thursday June 21 2018,,11:00 AM,3-Year BTAN Auction,,-0.3%,
4184,4315,0.03%,,FR,Thursday June 21 2018,,11:00 AM,5-Year BTAN Auction,,0.1%,
4185,4316,,,DE,Thursday June 21 2018,,11:45 AM,Bundesbank Weidmann Speech,,,
4186,4317,£435B,£435B,GB,Thursday June 21 2018,£435B,01:00 PM,BoE Quantitative Easing,,£435B,
4187,4318,0.5%,0.5%,GB,Thursday June 21 2018,0.5%,01:00 PM,BoE Interest Rate Decision,,0.5%,
4188,4319,3/9,2/9,GB,Thursday June 21 2018,2/9,01:00 PM,BoE MPC Vote Hike,,2/9,
4189,4320,6/9,7/9,GB,Thursday June 21 2018,7/9,01:00 PM,BoE MPC Vote Unchanged,,7/9,
4190,4321,0/9,,GB,Thursday June 21 2018,0/9,01:00 PM,BoE MPC Vote Cut,,0/9,
4191,4322,2.9K,,CA,Thursday June 21 2018,-15.9K,02:30 PM,ADP Employment Change,MAY,30.2K,
4192,4323,0.1%,0.4%,CA,Thursday June 21 2018,,02:30 PM,Wholesale Sales MoM,APR,1.4%,Previous revised from 1.1%
4193,4324,1723K,1730K,US,Thursday June 21 2018,1700K,02:30 PM,Continuing Jobless Claims,09/JUN,1701K,Previous revised from 1697K
4194,4325,218K,220K,US,Thursday June 21 2018,220K,02:30 PM,Initial Jobless Claims,16/JUN,221K,Previous revised from 218K
4195,4326,19.9,28.9,US,Thursday June 21 2018,20,02:30 PM,Philadelphia Fed Manufacturing Index,JUN,34.4,
4196,4327,,,EA,Thursday June 21 2018,,02:45 PM,ECB Nouy Speech,,,
4197,4328,0.1%,0.3%,US,Thursday June 21 2018,0.3%,03:00 PM,House Price Index MoM,APR,0.2%,Previous revised from 0.1%
4198,4329,-0.5,-0.5,EA,Thursday June 21 2018,-1.2,04:00 PM,Consumer Confidence Flash,JUN,0.2,
4199,4330,0.2%,0.4%,US,Thursday June 21 2018,,04:00 PM,CB Leading Index MoM,MAY,0.4%,
4200,4331,91Bcf,85Bcf,US,Thursday June 21 2018,98.8Bcf,04:30 PM,EIA Natural Gas Stocks Change,15/JUN,96Bcf,
4201,4332,,,GB,Thursday June 21 2018,,10:15 PM,BoE Gov Carney Speech,,,
4202,4333,,,US,Thursday June 21 2018,,10:30 PM,Fed Stress Test Results For Big Banks,,,
4203,4334,,,EA,Thursday June 21 2018,,,Eurogroup Meeting,,,
4204,4335,26,,JP,Wednesday June 20 2018,,01:00 AM,Reuters Tankan Index,JUN,22,
4205,4336,,,JP,Wednesday June 20 2018,,01:50 AM,BoJ Monetary Policy Meeting Minutes,,,
4206,4337,-0.2%,,AU,Wednesday June 20 2018,0.1%,03:30 AM,Westpac Leading Index MoM,MAY,0.2%,
4207,4338,0.5%,0.4%,DE,Wednesday June 20 2018,0.4%,08:00 AM,PPI MoM,MAY,0.5%,
4208,4339,2.7%,2.5%,DE,Wednesday June 20 2018,2.6%,08:00 AM,PPI YoY,MAY,2%,
4209,4340,,,JP,Wednesday June 20 2018,,08:30 AM,BoJ Kuroda Speech,,,
4210,4341,,,EA,Wednesday June 20 2018,,10:00 AM,ECB Lautenschläger Speech,,,
4211,4342,€-1.344B,,GR,Wednesday June 20 2018,€-0.4B,10:00 AM,Current Account,APR,€-0.956B,
4212,4343,1.06%,,DE,Wednesday June 20 2018,,11:40 AM,30-Year Bund Auction,,1.26%,
4213,4344,13,1,GB,Wednesday June 20 2018,1,12:00 PM,CBI Industrial Trends Orders,JUN,-3,
4214,4345,,,EA,Wednesday June 20 2018,,12:30 PM,ECB Cœuré Speech,,,
4215,4346,5.1%,,US,Wednesday June 20 2018,1.06%,01:00 PM,MBA Mortgage Applications,15/JUN,-1.5%,
4216,4347,4.83%,,US,Wednesday June 20 2018,4.82%,01:00 PM,MBA 30-Year Mortgage Rate,15/JUN,4.83%,
4217,4348,$-124.1B,$-129B,US,Wednesday June 20 2018,$ -123B,02:30 PM,Current Account,Q1,$-116.2B,Previous revised from $-128.2B
4218,4349,,,AU,Wednesday June 20 2018,,03:30 PM,RBA Gov Lowe Speech,,,
4219,4350,,,EA,Wednesday June 20 2018,,03:30 PM,ECB President Draghi Speech,,,
4220,4351,,,US,Wednesday June 20 2018,,03:30 PM,Fed Chair Powell Speech,,,
4221,4352,-0.4%,1.5%,US,Wednesday June 20 2018,1.5%,04:00 PM,Existing Home Sales MoM,MAY,-2.7%,Previous revised from -2.5%
4222,4353,5.43M,5.52M,US,Wednesday June 20 2018,5.5M,04:00 PM,Existing Home Sales,MAY,5.45M,Previous revised from 5.46M
4223,4354,-5.914M,-2.1M,US,Wednesday June 20 2018,0.31M,04:30 PM,EIA Crude Oil Stocks Change,15/JUN,-4.143M,
4224,4355,3.277M,0.188M,US,Wednesday June 20 2018,0.11M,04:30 PM,EIA Gasoline Stocks Change,15/JUN,-2.271M,
4225,4356,,,AU,Tuesday June 19 2018,,02:30 AM,RBA Meeting Minutes,,,
4226,4357,2%,1.7%,AU,Tuesday June 19 2018,,03:30 AM,House Price Index YoY,Q1,5.0%,
4227,4358,-0.7%,-1%,AU,Tuesday June 19 2018,1.8%,03:30 AM,House Price Index QoQ,Q1,1%,
4228,4359,,,CH,Tuesday June 19 2018,,07:45 AM,SECO Economic Forecasts,,,
4229,4360,€26.2B,,EA,Tuesday June 19 2018,€22.5B,10:00 AM,Current Account,APR,€41.3B,Previous revised from €40.6B
4230,4361,,,EA,Tuesday June 19 2018,,10:00 AM,ECB President Draghi Speech,,,
4231,4362,,,EA,Tuesday June 19 2018,,10:30 AM,ECB Praet Speech,,,
4232,4363,-0.510%,,ES,Tuesday June 19 2018,,10:40 AM,3-Month Letras Auction,,-0.502%,
4233,4364,1.8%,2%,EA,Tuesday June 19 2018,2.4%,11:00 AM,Construction Output YoY,APR,1.2%,Previous revised from 0.8%
4234,4365,€3009M,,IT,Tuesday June 19 2018,€3250M,11:00 AM,Current Account,APR,€3442M,Previous revised from €3408M
4235,4366,-0.63%,,DE,Tuesday June 19 2018,,11:40 AM,2-Year Schatz Auction,,-0.58%,
4236,4367,,,EA,Tuesday June 19 2018,,01:00 PM,ECB Praet Speech,,,
4237,4368,,,US,Tuesday June 19 2018,,01:00 PM,Fed Bullard Speech,,,
4238,4369,1.301M,1.35M,US,Tuesday June 19 2018,1.35M,02:30 PM,Building Permits,MAY,1.364M,
4239,4370,-4.6%,-1.4%,US,Tuesday June 19 2018,-0.6%,02:30 PM,Building Permits MoM,MAY,-1.8%,Previous revised from -0.9%
4240,4371,1.35M,1.31M,US,Tuesday June 19 2018,1.31M,02:30 PM,Housing Starts,MAY,1.286M,Previous revised from 1.287M
4241,4372,5%,1.4%,US,Tuesday June 19 2018,1.8%,02:30 PM,Housing Starts MoM,MAY,-3.1%,Previous revised from -3.7%
4242,4373,4.7%,,US,Tuesday June 19 2018,,02:55 PM,Redbook YoY,16/JUN,4.3%,
4243,4374,0%,,US,Tuesday June 19 2018,,02:55 PM,Redbook MoM,16/JUN,-0.2%,
4244,4375,,,EA,Tuesday June 19 2018,,03:00 PM,ECB Nouy Speech,,,
4245,4376,1.815%,,US,Tuesday June 19 2018,,05:30 PM,4-Week Bill Auction,,1.790%,
4246,4377,2.275%,,US,Tuesday June 19 2018,,05:30 PM,52-Week Bill Auction,,2.275%,
4247,4378,-3.016M,,US,Tuesday June 19 2018,-0.48M,10:30 PM,API Crude Oil Stock Change,15/JUN,0.833M,Previous revised from -0.73M
4248,4379,¥-578B,¥-235B,JP,Monday June 18 2018,¥ -191B,01:50 AM,Balance of Trade,MAY,¥625B,Previous revised from ¥626B
4249,4380,8.1%,7.5%,JP,Monday June 18 2018,,01:50 AM,Exports YoY,MAY,7.8%,
4250,4381,14%,8.2%,JP,Monday June 18 2018,,01:50 AM,Imports YoY,MAY,5.9%,
4251,4382,15.5%,4.7%,SG,Monday June 18 2018,,02:30 AM,Non-Oil Exports YoY,MAY,11.8%,
4252,4383,10.3%,-0.2%,SG,Monday June 18 2018,,02:30 AM,Non-Oil Exports MoM,MAY,6.5%,
4253,4384,$5.4B,,SG,Monday June 18 2018,$ 5.4B,02:45 AM,Balance of Trade,MAY,$6.0B,
4254,4385,€2.938B,€3.21B,IT,Monday June 18 2018,€3.8B,10:00 AM,Balance of Trade,APR,€4.525B,Previous revised from €4.531B
4255,4386,,,DE,Monday June 18 2018,,12:00 PM,Bundesbank Monthly Report,,,
4256,4387,,,US,Monday June 18 2018,,02:45 PM,Fed Dudley Speech,,,
4257,4388,-0.603%,,FR,Monday June 18 2018,,03:00 PM,3-Month BTF Auction,JUN/18,-0.594%,
4258,4389,-0.591%,,FR,Monday June 18 2018,,03:00 PM,12-Month BTF Auction,JUN/18,-0.592%,
4259,4390,-0.601%,,FR,Monday June 18 2018,,03:00 PM,6-Month BTF Auction,JUN/18,-0.590%,
4260,4391,,,US,Monday June 18 2018,,03:00 PM,Fed Duke Speech,,,
4261,4392,68,70,US,Monday June 18 2018,68,04:00 PM,NAHB Housing Market Index,JUN,70,
4262,4393,1.900%,,US,Monday June 18 2018,,05:30 PM,3-Month Bill Auction,,1.910%,
4263,4394,2.075%,,US,Monday June 18 2018,,05:30 PM,6-Month Bill Auction,,2.075%,
4264,4395,,,CA,Monday June 18 2018,,07:00 PM,BoC Patterson Speech,,,
4265,4396,,,US,Monday June 18 2018,,07:00 PM,Fed Bostic Speech,,,
4266,4397,,,EA,Monday June 18 2018,,09:00 PM,ECB President Draghi Speech,,,
4267,4398,,,US,Monday June 18 2018,,10:00 PM,Fed Williams Speech,,,
4268,4399,4.7%,,CN,Friday June 15 2018,4.4%,03:30 AM,House Price Index YoY,MAY,4.7%,
4269,4400,-0.1%,-0.1%,JP,Friday June 15 2018,-0.1%,05:00 AM,BoJ Interest Rate Decision,,-0.1%,
4270,4401,,,AU,Friday June 15 2018,,05:30 AM,RBA Ellis Speech,,,
4271,4402,2.9%,,DE,Friday June 15 2018,,08:00 AM,Wholesale Prices YoY,MAY,1.4%,
4272,4403,0.8%,0.3%,DE,Friday June 15 2018,,08:00 AM,Wholesale Prices MoM,MAY,0.5%,
4273,4404,,,DE,Friday June 15 2018,,08:30 AM,Bundesbank Semi-Annual Forecasts,,,
4274,4405,2.1%,,AT,Friday June 15 2018,2.2%,09:00 AM,Harmonised Inflation Rate YoY,MAY,2%,Previous revised from 1.9%
4275,4406,0.1%,,AT,Friday June 15 2018,0.4%,09:00 AM,Harmonised Inflation Rate MoM,MAY,0.2%,
4276,4407,1.9%,,AT,Friday June 15 2018,2.1%,09:00 AM,Inflation Rate YoY,MAY,1.8%,
4277,4408,0.2%,,AT,Friday June 15 2018,0.4%,09:00 AM,Inflation Rate MoM,MAY,0.2%,
4278,4409,-1.3%,,IT,Friday June 15 2018,,10:00 AM,Industrial Orders MoM,APR,0.3%,Previous revised from 0.5%
4279,4410,4%,,IT,Friday June 15 2018,,10:00 AM,Industrial Sales YoY,APR,3.3%,Previous revised from 3.6%
4280,4411,0.3%,,IT,Friday June 15 2018,,10:00 AM,Industrial Sales MoM,APR,0.6%,Previous revised from 0.8%
4281,4412,6.4%,,IT,Friday June 15 2018,,10:00 AM,Industrial Orders YoY,APR,2.3%,Previous revised from 2.6%
4282,4413,€16.7B,€14.2B,EA,Friday June 15 2018,€19.2B,11:00 AM,Balance of Trade,APR,€26.9B,
4283,4414,1.1%,1.1%,EA,Friday June 15 2018,1.1%,11:00 AM,Core Inflation Rate YoY Final,MAY,0.8%,Previous revised from 0.7%
4284,4415,1.9%,1.9%,EA,Friday June 15 2018,1.9%,11:00 AM,Inflation Rate YoY Final,MAY,1.3%,Previous revised from 1.2%
4285,4416,0.5%,0.5%,EA,Friday June 15 2018,0.5%,11:00 AM,Inflation Rate MoM,MAY,0.3%,
4286,4417,2%,1.9%,EA,Friday June 15 2018,1.6%,11:00 AM,Labour Cost Index YoY,Q1,1.4%,Previous revised from 1.5%
4287,4418,1.8%,,EA,Friday June 15 2018,1.8%,11:00 AM,Wage Growth YoY,Q1,1.6%,Previous revised from 1.7%
4288,4419,0.3%,0.4%,IT,Friday June 15 2018,0.4%,11:00 AM,Harmonised Inflation Rate MoM Final,MAY,0.5%,
4289,4420,1%,1.1%,IT,Friday June 15 2018,1.1%,11:00 AM,Harmonised Inflation Rate YoY Final,MAY,0.6%,
4290,4421,1%,1.1%,IT,Friday June 15 2018,1.1%,11:00 AM,Inflation Rate YoY Final,MAY,0.5%,
4291,4422,0.3%,0.4%,IT,Friday June 15 2018,0.4%,11:00 AM,Inflation Rate MoM Final,MAY,0.1%,
4292,4423,,,EA,Friday June 15 2018,,11:45 AM,ECB Cœuré Speech,,,
4293,4424,195.8K,,CA,Friday June 15 2018,,02:30 PM,New Motor Vehicle Sales,APR,189.9K,
4294,4425,C$9.13B,C$5.49B,CA,Friday June 15 2018,C$ 14.6B,02:30 PM,Foreign Securities Purchases,APR,C$6.4B,Previous revised from C$6.15B
4295,4426,-1.3%,0.6%,CA,Friday June 15 2018,,02:30 PM,Manufacturing Sales MoM,APR,1.4%,
4296,4427,C$-0.65B,,CA,Friday June 15 2018,,02:30 PM,Foreign Securities Purchases by Canadians,APR,C$-2.14B,Previous revised from C$-1.9B
4297,4428,25.00,19,US,Friday June 15 2018,20,02:30 PM,NY Empire State Manufacturing Index,JUN,20.10,
4298,4429,77.9%,78.1%,US,Friday June 15 2018,78%,03:15 PM,Capacity Utilization,MAY,78.1%,Previous revised from 78%
4299,4430,3.5%,,US,Friday June 15 2018,2.7%,03:15 PM,Industrial Production YoY,MAY,3.6%,Previous revised from 3.5%
4300,4431,-0.1%,0.2%,US,Friday June 15 2018,0.2%,03:15 PM,Industrial Production MoM,MAY,0.9%,Previous revised from 0.7%
4301,4432,1.7%,,US,Friday June 15 2018,1.9%,03:15 PM,Manufacturing Production YoY,MAY,1.9%,Previous revised from 1.8%
4302,4433,99.3,98.5,US,Friday June 15 2018,99,04:00 PM,Michigan Consumer Sentiment Prel,JUN,98,
4303,4434,87.4,89.7,US,Friday June 15 2018,,04:00 PM,Michigan Consumer Expectations Prel,JUN,89.1,
4304,4435,2.6%,,US,Friday June 15 2018,,04:00 PM,Michigan 5 Year Inflation Expectations Prel,JUN,2.5%,
4305,4436,2.9%,,US,Friday June 15 2018,,04:00 PM,Michigan Inflation Expectations Prel,JUN,2.8%,
4306,4437,117.9,113,US,Friday June 15 2018,,04:00 PM,Michigan Current Conditions Prel,JUN,111.8,
4307,4438,863,,US,Friday June 15 2018,865,07:00 PM,Baker Hughes Oil Rig Count,15/JUN,862,
4308,4439,$138.7B,,US,Friday June 15 2018,$ 85.5B,10:00 PM,Overall Net Capital Flows,APR,$-43.6B,Previous revised from $-38.5B
4309,4440,$-4.8B,,US,Friday June 15 2018,$ 2.6B,10:00 PM,Foreign Bond Investment,APR,$-4.9B,Previous revised from $-4.9B
4310,4441,$93.9B,$58.5B,US,Friday June 15 2018,$ 45.4B,10:00 PM,Net Long-Term Tic Flows,APR,$61.8B,
4311,4442,¥-488.5B,,JP,Thursday June 14 2018,¥ -66.3B,01:50 AM,Foreign Bond Investment,09/JUN,¥-1664.2B,Previous revised from ¥-1665.8B
4312,4443,¥-108.5B,,JP,Thursday June 14 2018,¥ -254.1B,01:50 AM,Stock Investment by Foreigners,09/JUN,¥-527.8B,Previous revised from ¥-527.6B
4313,4444,4.2%,,AU,Thursday June 14 2018,3.6%,03:00 AM,Consumer Inflation Expectations,JUN,3.7%,
4314,4445,12K,18.8K,AU,Thursday June 14 2018,12K,03:30 AM,Employment Change,MAY,18.4K,Previous revised from 22.6K
4315,4446,-20.6K,,AU,Thursday June 14 2018,6.3K,03:30 AM,Full Time Employment Chg,MAY,28.0K,Previous revised from 32.7K
4316,4447,65.5%,65.6%,AU,Thursday June 14 2018,65.6%,03:30 AM,Participation Rate,MAY,65.6%,
4317,4448,32.6K,,AU,Thursday June 14 2018,5.7K,03:30 AM,Part Time Employment Chg,MAY,-9.7K,Previous revised from -10K
4318,4449,5.4%,5.5%,AU,Thursday June 14 2018,5.5%,03:30 AM,Unemployment Rate,MAY,5.6%,
4319,4450,6.1%,7%,CN,Thursday June 14 2018,7%,04:00 AM,Fixed Asset Investment (YTD) YoY,MAY,7%,
4320,4451,1.3%,,CN,Thursday June 14 2018,,04:00 AM,FDI (YTD) YoY,MAY,0.1%,
4321,4452,6.8%,6.9%,CN,Thursday June 14 2018,7%,04:00 AM,Industrial Production YoY,MAY,7%,
4322,4453,8.5%,9.6%,CN,Thursday June 14 2018,9.7%,04:00 AM,Retail Sales YoY,MAY,9.4%,
4323,4454,1.8%,0.3%,JP,Thursday June 14 2018,,06:30 AM,Capacity Utilization MoM,APR,0.5%,
4324,4455,2.6%,2.5%,JP,Thursday June 14 2018,2.5%,06:30 AM,Industrial Production YoY Final,APR,2.4%,
4325,4456,0.5%,0.3%,JP,Thursday June 14 2018,0.3%,06:30 AM,Industrial Production MoM Final,APR,1.4%,
4326,4457,0.6%,0.6%,DE,Thursday June 14 2018,0.6%,08:00 AM,Harmonised Inflation Rate MoM Final,MAY,-0.1%,
4327,4458,2.2%,2.2%,DE,Thursday June 14 2018,2.2%,08:00 AM,Harmonised Inflation Rate YoY Final,MAY,1.4%,
4328,4459,2.2%,2.2%,DE,Thursday June 14 2018,2.2%,08:00 AM,Inflation Rate YoY Final,MAY,1.6%,
4329,4460,0.5%,0.5%,DE,Thursday June 14 2018,0.5%,08:00 AM,Inflation Rate MoM Final,MAY,0%,
4330,4461,0.5%,0.4%,FR,Thursday June 14 2018,0.4%,08:45 AM,Harmonised Inflation Rate MoM Final,MAY,0.2%,
4331,4462,2.3%,2.3%,FR,Thursday June 14 2018,2.3%,08:45 AM,Harmonised Inflation Rate YoY Final,MAY,1.8%,
4332,4463,2%,2.0%,FR,Thursday June 14 2018,2.0%,08:45 AM,Inflation Rate YoY Final,MAY,1.6%,
4333,4464,0.4%,0.4%,FR,Thursday June 14 2018,0.4%,08:45 AM,Inflation Rate MoM Final,MAY,0.2%,
4334,4465,1.3%,0.3%,GB,Thursday June 14 2018,0.5%,10:30 AM,Retail Sales ex Fuel MoM,MAY,1.4%,Previous revised from 1.3%
4335,4466,4.4%,2.5%,GB,Thursday June 14 2018,1.9%,10:30 AM,Retail Sales ex Fuel YoY,MAY,1.4%,Previous revised from 1.5%
4336,4467,1.3%,0.5%,GB,Thursday June 14 2018,0.2%,10:30 AM,Retail Sales MoM,MAY,1.8%,Previous revised from 1.6%
4337,4468,3.9%,2.4%,GB,Thursday June 14 2018,1.8%,10:30 AM,Retail Sales YoY,MAY,1.4%,
4338,4469,-0.4%,-0.4%,EA,Thursday June 14 2018,-0.4%,01:45 PM,Deposit Facility Rate,,-0.4%,
4339,4470,0.0%,0.0%,EA,Thursday June 14 2018,0.0%,01:45 PM,ECB Interest Rate Decision,,0.0%,
4340,4471,0.25%,0.25%,EA,Thursday June 14 2018,0.25%,01:45 PM,Marginal Lending Rate,,0.25%,
4341,4472,1.6%,1.7%,CA,Thursday June 14 2018,,02:30 PM,New Housing Price Index YoY,APR,2.4%,
4342,4473,0%,0.2%,CA,Thursday June 14 2018,,02:30 PM,New Housing Price Index MoM,APR,0%,
4343,4474,,,EA,Thursday June 14 2018,,02:30 PM,ECB Press Conference,,,
4344,4475,1697K,1737K,US,Thursday June 14 2018,1708K,02:30 PM,Continuing Jobless Claims,02/JUN,1746K,Previous revised from 1741K
4345,4476,4.9%,4.4%,US,Thursday June 14 2018,,02:30 PM,Export Prices YoY,MAY,3.8%,
4346,4477,0.6%,0.3%,US,Thursday June 14 2018,,02:30 PM,Export Prices MoM,MAY,0.6%,
4347,4478,4.3%,3%,US,Thursday June 14 2018,,02:30 PM,Import Prices YoY,MAY,3.3%,
4348,4479,0.6%,0.5%,US,Thursday June 14 2018,,02:30 PM,Import Prices MoM,MAY,0.6%,Previous revised from 0.3%
4349,4480,218K,224K,US,Thursday June 14 2018,223K,02:30 PM,Initial Jobless Claims,9/JUN,222K,
4350,4481,0.8%,0.4%,US,Thursday June 14 2018,0.3%,02:30 PM,Retail Sales MoM,MAY,0.4%,Previous revised from 0.2%
4351,4482,5.9%,,US,Thursday June 14 2018,4.4%,02:30 PM,Retail Sales YoY,MAY,4.8%,Previous revised from 4.6%
4352,4483,0.9%,0.5%,US,Thursday June 14 2018,0.3%,02:30 PM,Retail Sales Ex Autos MoM,MAY,0.4%,Previous revised from 0.3%
4353,4484,0.3%,0.3%,US,Thursday June 14 2018,0.4%,04:00 PM,Business Inventories MoM,APR,-0.1%,Previous revised from 0%
4354,4485,96Bcf,90Bcf,US,Thursday June 14 2018,100.2Bcf,04:30 PM,EIA Natural Gas Stocks Change,08/JUN,92Bcf,
4355,4486,0.3%,,AU,Wednesday June 13 2018,,02:30 AM,Westpac Consumer Confidence Change,JUN,-0.6%,
4356,4487,102.2,,AU,Wednesday June 13 2018,102,02:30 AM,Westpac Consumer Confidence Index,JUN,101.8,
4357,4488,2%,2%,SG,Wednesday June 13 2018,2%,04:30 AM,Unemployment Rate Final,Q1,2.1%,
4358,4489,,,AU,Wednesday June 13 2018,,05:30 AM,RBA Gov Lowe Speech,,,
4359,4490,0.9%,0.9%,ES,Wednesday June 13 2018,0.9%,09:00 AM,Harmonised Inflation Rate MoM Final,MAY,0.8%,
4360,4491,2.1%,2.1%,ES,Wednesday June 13 2018,2.1%,09:00 AM,Harmonised Inflation Rate YoY Final,MAY,1.1%,
4361,4492,2.1%,2%,ES,Wednesday June 13 2018,2%,09:00 AM,Inflation Rate YoY Final,MAY,1.1%,
4362,4493,0.9%,0.9%,ES,Wednesday June 13 2018,0.9%,09:00 AM,Inflation Rate MoM Final,MAY,0.8%,
4363,4494,11.4%,,CH,Wednesday June 13 2018,,09:15 AM,Industrial Orders YoY,Q1,11.2%,Previous revised from 19.6%
4364,4495,9%,,CH,Wednesday June 13 2018,6.7%,09:15 AM,Industrial Production YoY,Q1,9.9%,Previous revised from 8.7%
4365,4496,0.2%,0.3%,CH,Wednesday June 13 2018,0.3%,09:15 AM,Producer & Import Prices MoM,MAY,0.4%,
4366,4497,3.2%,3.2%,CH,Wednesday June 13 2018,2.5%,09:15 AM,Producer & Import Prices YoY,MAY,2.7%,
4367,4498,,,FR,Wednesday June 13 2018,,10:00 AM,IEA Oil Market Report,,,
4368,4499,2.1%,2.1%,GB,Wednesday June 13 2018,2.2%,10:30 AM,Core Inflation Rate YoY,MAY,2.1%,
4369,4500,2.1%,2.5%,GB,Wednesday June 13 2018,2.3%,10:30 AM,PPI Core Output YoY,MAY,2%,Previous revised from 2.4%
4370,4501,0.2%,0.2%,GB,Wednesday June 13 2018,0.3%,10:30 AM,PPI Core Output MoM,MAY,0.2%,Previous revised from 0.1%
4371,4502,0.4%,0.4%,GB,Wednesday June 13 2018,0.4%,10:30 AM,Retail Price Index MoM,MAY,0.5%,
4372,4503,3.3%,3.4%,GB,Wednesday June 13 2018,3.2%,10:30 AM,Retail Price Index YoY,MAY,3.4%,
4373,4504,9.2%,7.6%,GB,Wednesday June 13 2018,7.1%,10:30 AM,PPI Input YoY,MAY,5.6%,Previous revised from 5.3%
4374,4505,2.8%,1.6%,GB,Wednesday June 13 2018,1.5%,10:30 AM,PPI Input MoM,MAY,0.6%,Previous revised from 0.4%
4375,4506,2.4%,2.5%,GB,Wednesday June 13 2018,2.5%,10:30 AM,Inflation Rate YoY,MAY,2.4%,
4376,4507,0.4%,0.4%,GB,Wednesday June 13 2018,0.3%,10:30 AM,Inflation Rate MoM,MAY,0.4%,
4377,4508,0.4%,0.3%,GB,Wednesday June 13 2018,0.4%,10:30 AM,PPI Output MoM,MAY,0.4%,Previous revised from 0.3%
