rowid,kepoi_name,kepler_name,planet_result,planet_prediction,planet_confidence,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3015,K00534.01,Kepler-179 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.400157105,9.02e-06,-9.02e-06,174.02213999999998,0.0011,-0.0011,0.898,0.013,-0.693,2.0004,0.0418,-0.0418,743.2,17.4,-17.4,2.52,0.37,-0.22,810.0,,,101.72,49.04,-25.58,49.1,1.0,q1_q17_dr25_tce,5299.0,159.0,-143.0,4.5969999999999995,0.032,-0.09699999999999999,0.766,0.113,-0.066,298.66373,47.762039,14.613
3016,K00583.01,Kepler-611 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.437029217,5.0169999999999996e-06,-5.0169999999999996e-06,170.73808,0.0017,-0.0017,0.014,0.425,-0.014,3.2005,0.052,-0.052,244.0,5.8,-5.8,2.04,0.34,-0.41,1513.0,,,1237.66,531.44,-487.63,49.0,1.0,q1_q17_dr25_tce,5573.0,75.0,-75.0,4.177,0.203,-0.10099999999999999,1.329,0.218,-0.266,286.00494,45.480389,14.573
3017,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.9267215,1.163e-05,-1.163e-05,175.68671,0.000912,-0.000912,0.625,0.052,-0.452,3.8428,0.0379,-0.0379,725.5,8.0,-8.0,2.76,0.38,-0.23,803.0,,,98.34,39.83,-21.78,97.3,1.0,q1_q17_dr25_tce,5475.0,109.0,-109.0,4.43,0.081,-0.10800000000000001,0.982,0.137,-0.08,287.91791,45.592869,14.129000000000001
3018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.22349325,4.85e-05,-4.85e-05,170.37386999999998,0.00192,-0.00192,0.794,0.066,-0.543,4.9416,0.0818,-0.0818,582.9,10.4,-10.4,2.63,0.37,-0.21,623.0,,,35.69,14.46,-7.9,60.2,2.0,q1_q17_dr25_tce,5475.0,109.0,-109.0,4.43,0.081,-0.10800000000000001,0.982,0.137,-0.08,287.91791,45.592869,14.129000000000001
3019,K05922.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,367.07446,0.0195,-0.0195,182.838,0.0414,-0.0414,0.093,0.371,-0.093,5.887,0.989,-0.989,368.3,70.9,-70.9,2.15,0.71,-0.24,287.0,,,1.59,1.55,-0.48,6.6,1.0,q1_q17_dr25_tce,6315.0,168.0,-205.0,4.407,0.067,-0.21600000000000003,1.116,0.37,-0.123,294.15775,49.614971000000004,14.665999999999999
3020,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,0.932,0,0,0,0,6.47027706,4.536e-05,-4.536e-05,136.50567,0.00582,-0.00582,0.732,0.212,-0.511,3.343,0.139,-0.139,116.9,7.1,-7.1,1.15,0.16,-0.1,926.0,,,173.79,70.38,-38.5,18.3,3.0,q1_q17_dr25_tce,5475.0,109.0,-109.0,4.43,0.081,-0.10800000000000001,0.982,0.137,-0.08,287.91791,45.592869,14.129000000000001
3021,K00585.01,Kepler-612 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.722158895,3.79e-06,-3.79e-06,171.560055,0.000814,-0.000814,0.644,0.232,-0.435,1.9941,0.0311,-0.0311,757.4,12.8,-12.8,2.33,0.53,-0.21,1046.0,,,283.28,190.36,-73.34,70.3,1.0,q1_q17_dr25_tce,5617.0,152.0,-152.0,4.574,0.038,-0.152,0.806,0.182,-0.073,291.35464,45.747898,14.911
3022,K00431.02,Kepler-153 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,46.9026431,0.0001511,-0.0001511,154.30327,0.00274,-0.00274,0.645,0.249,-0.424,3.9264,0.0803,-0.0803,821.3,21.8,-21.8,2.6,0.49,-0.36,458.0,,,10.44,6.35,-3.55,40.6,2.0,q1_q17_dr25_tce,5402.0,175.0,-159.0,4.452,0.126,-0.14,0.865,0.164,-0.119,282.46051,48.257118,14.262
3023,K00432.01,Kepler-552 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.2634152180000005,3.366e-06,-3.366e-06,174.35120700000002,0.000487,-0.000487,0.853,0.015,-0.59,2.1446,0.0461,-0.0461,1030.7,10.5,-10.5,3.77,1.31,-0.44,1103.0,,,349.4,360.02,-112.58,117.0,1.0,q1_q17_dr25_tce,6099.0,171.0,-214.0,4.456,0.055999999999999994,-0.22399999999999998,1.028,0.358,-0.119,290.74768,48.242008,14.279000000000002
3024,K00433.01,Kepler-553 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.030466786,1.574e-06,-1.574e-06,171.092308,0.000301,-0.000301,0.033,0.283,-0.033,2.7734,0.0149,-0.0149,2908.3,14.8,-14.8,4.48,0.42,-0.21,970.0,,,209.11,61.29,-33.65,227.4,2.0,q1_q17_dr25_tce,5234.0,103.0,-103.0,4.542,0.027999999999999997,-0.083,0.854,0.08,-0.04,298.55084,48.332451,14.924000000000001
3025,K01437.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,9.27989,0.0002336,-0.0002336,133.7457,0.0194,-0.0194,0.579,0.386,-0.366,3.33,0.72,-0.72,164.3,24.1,-24.1,1.29,0.4,-0.16,897.0,,,152.86,140.84,-50.51,8.6,2.0,q1_q17_dr25_tce,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662000000003,49.692402,15.28
3026,K00433.02,Kepler-553 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,328.240201,0.0003583,-0.0003583,199.203375,0.000858,-0.000858,0.75,0.006,-0.011,12.2726,0.0671,-0.0671,13889.0,52.2,-52.2,10.99,1.03,-0.51,224.0,,,0.59,0.18,-0.09,287.6,1.0,q1_q17_dr25_tce,5234.0,103.0,-103.0,4.542,0.027999999999999997,-0.083,0.854,0.08,-0.04,298.55084,48.332451,14.924000000000001
3027,K00434.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,22.264806569,5.42e-06,-5.42e-06,173.103028,0.000196,-0.000196,0.75,0.002,-0.002,8.7941,0.0137,-0.0137,19373.0,28.4,-28.4,12.34,3.3,-1.11,585.0,,,27.79,22.46,-7.13,873.4,1.0,q1_q17_dr25_tce,5681.0,169.0,-152.0,4.566,0.042,-0.179,0.813,0.218,-0.073,288.6925,49.72353,14.626
3028,K00489.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.217038096,3.103e-06,-3.103e-06,171.69586999999999,0.00114,-0.00114,0.754,0.205,-0.506,1.8575,0.0487,-0.0487,543.7,12.8,-12.8,3.23,1.0,-0.35,1697.0,,,1956.29,1729.19,-634.2,49.5,1.0,q1_q17_dr25_tce,6521.0,155.0,-252.0,4.352,0.052000000000000005,-0.195,1.276,0.395,-0.141,291.54098999999997,37.816559000000005,14.613
3029,K00489.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,8.874603,0.0002549,-0.0002549,140.2954,0.0244,-0.0244,0.1897,0.2555,-0.1897,2.88,0.668,-0.668,93.3,21.2,-21.2,1.24,0.77,-0.18,1070.0,,,309.5,580.82,-121.01,5.4,,,6517.0,168.0,-286.0,4.349,0.065,-0.353,1.278,0.782,-0.187,291.54098999999997,37.816559000000005,14.613
3030,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.393157678,5.485e-06,-5.485e-06,172.867528,0.000991,-0.000991,0.102,0.356,-0.102,2.4455,0.0343,-0.0343,447.2,7.8,-7.8,1.41,0.11,-0.04,807.0,,,99.9,25.68,-13.19,63.0,2.0,q1_q17_dr25_tce,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842000000004,38.34539,14.023
3031,K02583.02,,FALSE POSITIVE,FALSE POSITIVE,0.217,1,0,0,0,251.7512,0.002883,-0.002883,271.06864,0.00693,-0.00693,0.943,0.032,-0.671,4.314,0.436,-0.436,114.3,18.6,-18.6,1.25,0.18,-0.08,272.0,,,1.29,0.52,-0.25,7.5,2.0,q1_q17_dr25_tce,5640.0,101.0,-113.0,4.492,0.045,-0.113,0.921,0.131,-0.061,283.42911000000004,47.59251,12.623
3032,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.145671932,7.44e-06,-7.44e-06,134.754877,0.000394,-0.000394,0.75,0.016,-0.514,3.7236,0.025,-0.025,941.1,4.2,-4.2,2.48,0.16,-0.1,546.0,,,20.98,4.77,-3.16,242.7,1.0,q1_q17_dr25_tce,4900.0,98.0,-98.0,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
3033,K00490.02,Kepler-167 e,CONFIRMED,FALSE POSITIVE,0.0,1,0,0,0,1071.232624,0.0006435,-0.0006435,420.286557,0.000452,-0.000452,0.216,0.054,-0.083,16.1784,0.0498,-0.0498,19046.0,36.1,-36.1,9.27,0.73,-0.28,129.0,,,0.07,0.01,-0.01,544.2,1.0,q1_q17_dr25_tce,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842000000004,38.34539,14.023
3034,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.735900074,4.502e-06,-4.502e-06,171.0964,0.00128,-0.00128,0.189,0.25,-0.189,1.9359,0.0432,-0.0432,428.9,11.2,-11.2,1.56,0.24,-0.13,1075.0,,,315.95,152.33,-79.45,44.5,2.0,q1_q17_dr25_tce,5299.0,159.0,-143.0,4.5969999999999995,0.032,-0.09699999999999999,0.766,0.113,-0.066,298.66373,47.762039,14.613
3035,K00535.01,Kepler-590 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.852968845,4.9780000000000005e-06,-4.9780000000000005e-06,171.181624,0.00065,-0.00065,0.316,0.064,-0.316,4.5973,0.0315,-0.0315,1146.5,8.7,-8.7,3.46,1.13,-0.38,1056.0,,,293.93,289.95,-90.07,152.4,1.0,q1_q17_dr25_tce,6050.0,181.0,-199.0,4.45,0.07,-0.21,1.013,0.333,-0.111,296.38552999999996,48.233452,14.434000000000001
3036,K00536.01,Kepler-591 b,CONFIRMED,CANDIDATE,0.921,0,0,0,0,81.1701587,0.0003838,-0.0003838,178.58702,0.0033,-0.0033,0.875,0.038,-0.595,8.358,0.216,-0.216,1183.2,26.3,-26.3,4.71,0.81,-0.89,436.0,,,8.55,3.89,-3.19,51.0,1.0,q1_q17_dr25_tce,5460.0,81.0,-65.0,4.263,0.18600000000000003,-0.124,1.165,0.2,-0.22,286.02402,48.43177,14.499
3037,K00537.01,Kepler-592 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.820190603,3.592e-06,-3.592e-06,170.78770500000002,0.000973,-0.000973,0.614,0.266,-0.417,2.554,0.0354,-0.0354,467.5,8.4,-8.4,2.53,0.4,-0.27,1367.0,,,824.92,343.24,-199.16,64.2,1.0,q1_q17_dr25_tce,5831.0,78.0,-78.0,4.359,0.095,-0.11599999999999999,1.121,0.178,-0.118,285.79068,48.683262,14.665
3038,K00538.01,Kepler-593 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.21712312,6.192e-05,-6.192e-05,171.64936,0.00231,-0.00231,0.89,0.012,-0.644,5.89,0.16,-0.16,636.0,13.0,-13.0,2.97,0.99,-0.33,706.0,,,58.63,57.34,-18.18,56.2,1.0,q1_q17_dr25_tce,6191.0,169.0,-206.0,4.438,0.07,-0.21,1.007,0.335,-0.112,294.95145,48.651192,14.56
3039,K00539.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,200.0,,,171.27413,,,,,,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,292.97882000000004,48.99667,14.133
3040,K00586.01,Kepler-613 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.77980122,4.673e-05,-4.673e-05,175.96934,0.00234,-0.00234,0.025,0.413,-0.025,4.0369,0.074,-0.074,541.4,15.8,-15.8,2.11,0.62,-0.2,713.0,,,60.96,52.21,-17.01,39.4,1.0,q1_q17_dr25_tce,5941.0,160.0,-178.0,4.519,0.048,-0.204,0.911,0.266,-0.089,282.7868,46.244991,14.607999999999999
3041,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.03490255,2.387e-05,-2.387e-05,171.60491000000002,0.0013,-0.0013,0.66,0.037,-0.486,3.638,0.0598,-0.0598,851.8,15.9,-15.9,2.41,0.32,-0.28,641.0,,,39.97,17.47,-11.97,60.9,1.0,q1_q17_dr25_tce,5258.0,158.0,-142.0,4.513,0.095,-0.086,0.785,0.102,-0.091,298.38482999999997,46.276039000000004,14.574000000000002
3042,K00588.01,Kepler-615 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.35586478,2.054e-05,-2.054e-05,175.68106,0.0016,-0.0016,0.178,0.282,-0.178,2.8431,0.0515,-0.0515,660.9,15.5,-15.5,1.92,0.05,-0.11,620.0,,,34.93,4.12,-6.0,49.5,1.0,q1_q17_dr25_tce,4646.0,74.0,-83.0,4.539,0.054000000000000006,-0.012,0.778,0.019,-0.044,282.45059,46.3214,14.337
3043,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,22.342964828000003,3.404e-06,-3.404e-06,132.741641,0.000128,-0.000128,0.031,0.045,-0.031,6.66405,0.0039,-0.0039,5612.8,5.3,-5.3,9.99,1.82,-1.5,785.0,,,89.61,44.96,-30.27,1118.9,1.0,q1_q17_dr25_tce,6181.0,111.0,-135.0,4.234,0.14300000000000002,-0.11699999999999999,1.331,0.243,-0.199,297.33307,41.891121000000005,12.205
3044,K00590.01,Kepler-193 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.38840217,3.81e-05,-3.81e-05,174.55377,0.00255,-0.00255,0.243,0.213,-0.243,3.6949,0.0829,-0.0829,438.0,14.0,-14.0,3.04,0.49,-0.59,979.0,,,216.55,90.84,-83.63,34.7,1.0,q1_q17_dr25_tce,5876.0,79.0,-79.0,4.151,0.162,-0.10800000000000001,1.456,0.233,-0.284,296.4986,46.57724,14.615
3045,K00435.01,Kepler-154 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.5498184,2.349e-05,-2.349e-05,178.946396,0.000931,-0.000931,0.649,0.168,-0.4,5.5484,0.0746,-0.0746,1564.3,13.6,-13.6,4.04,0.54,-0.4,657.0,,,44.11,17.25,-10.69,123.1,1.0,q1_q17_dr25_tce,5688.0,113.0,-101.0,4.415,0.1,-0.1,0.971,0.13,-0.095,289.78052,49.89653,14.534
3046,K00435.02,,CANDIDATE,CANDIDATE,,0,0,0,0,934.09418462,0.0,0.0,657.26877,0.00128,-0.00128,0.4948,0.0523,-0.2024,17.489,0.177,-0.177,8709.6,63.6,-63.6,7.89,3.32,-0.59,177.0,,,0.23,0.29,-0.05,135.5,,,5937.0,162.0,-155.0,4.559,0.03,-0.297,0.832,0.35,-0.062,289.78052,49.89653,14.534
3047,K00436.01,,CANDIDATE,CANDIDATE,0.804,0,0,0,0,199.83920527,4.532e-05,-4.532e-05,225.35896,0.000175,-0.000175,0.811,0.008,-0.007,4.378,0.0138,-0.0138,44490.0,126.0,-126.0,21.48,4.95,-1.75,276.0,,,1.36,0.96,-0.33,590.6,1.0,q1_q17_dr25_tce,5457.0,164.0,-147.0,4.548,0.027999999999999997,-0.171,0.869,0.2,-0.071,286.65689,50.021568,14.74
3048,K01437.03,,FALSE POSITIVE,FALSE POSITIVE,0.471,1,0,0,0,17.4217322,0.0003135,-0.0003135,145.9011,0.0137,-0.0137,0.415,0.038,-0.415,4.718,0.468,-0.468,208.4,25.8,-25.8,1.42,0.45,-0.18,727.0,,,65.92,60.74,-21.78,9.3,3.0,q1_q17_dr25_tce,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662000000003,49.692402,15.28
3049,K00437.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,15.84132627,6.4879999999999995e-06,-6.4879999999999995e-06,177.142109,0.000331,-0.000331,0.891,3.523,-0.087,1.8215,0.0234,-0.0234,31083.0,284.0,-284.0,16.84,1.76,-1.6,575.0,,,25.77,9.6,-7.11,135.8,1.0,q1_q17_dr25_tce,5119.0,154.0,-154.0,4.575,0.07200000000000001,-0.048,0.702,0.073,-0.067,296.61859,50.022011,14.497
3050,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.931196562,5.3479999999999994e-06,-5.3479999999999994e-06,174.796908,0.000706,-0.000706,0.886,0.019,-0.616,2.4999,0.0528,-0.0528,1007.4,12.6,-12.6,2.01,0.12,-0.13,562.0,,,23.5,4.7,-4.67,90.5,1.0,q1_q17_dr25_tce,3984.0,71.0,-86.0,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582000000004,51.08194,14.258
3051,K00072.01,Kepler-10 b,CONFIRMED,FALSE POSITIVE,0.0,1,0,0,0,0.837491225,3.03e-07,-3.03e-07,131.574858,0.000282,-0.000282,0.022,0.388,-0.022,1.796,0.0104,-0.0104,190.4,1.2,-1.2,1.43,0.08,-0.06,1980.0,,,3630.32,654.58,-443.61,189.5,2.0,q1_q17_dr25_tce,5676.0,85.0,-68.0,4.3469999999999995,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.960999999999999
3052,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,0.987,0,0,0,0,7.40611676,1.392e-05,-1.392e-05,134.07481,0.00146,-0.00146,0.077,0.427,-0.077,2.8826,0.0522,-0.0522,417.9,9.1,-9.1,1.37,0.1,-0.05,678.0,,,49.89,12.82,-6.59,49.6,3.0,q1_q17_dr25_tce,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842000000004,38.34539,14.023
3053,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,21.803708,0.0001361,-0.0001361,139.07199,0.00494,-0.00494,0.568,0.355,-0.354,3.369,0.157,-0.157,246.4,14.4,-14.4,1.11,0.09,-0.03,473.0,,,11.82,3.03,-1.56,18.5,4.0,q1_q17_dr25_tce,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842000000004,38.34539,14.023
3054,K00491.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,4.66229074,1.657e-05,-1.657e-05,169.65558000000001,0.00291,-0.00291,1.197,15.17,-0.332,3.73,0.172,-0.172,345.4,14.1,-14.1,24.12,6.89,-2.47,1166.0,,,437.35,369.54,-131.67,29.8,1.0,q1_q17_dr25_tce,6191.0,172.0,-216.0,4.454,0.05,-0.2,1.025,0.293,-0.105,290.62134,38.695499,14.367
3055,K00492.01,Kepler-576 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,29.9111886,9.444e-05,-9.444e-05,194.71129,0.00251,-0.00251,0.041,0.389,-0.041,6.6436,0.0927,-0.0927,942.0,21.1,-21.1,2.9,0.29,-0.35,541.0,,,20.31,5.7,-5.52,50.8,1.0,q1_q17_dr25_tce,5275.0,78.0,-78.0,4.397,0.12,-0.08,0.969,0.096,-0.117,295.18292,38.654228,14.424000000000001
3056,K00493.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.908453928,6.116e-06,-6.116e-06,170.12474,0.00158,-0.00158,1.195,10.68,-0.093,2.5363,0.0834,-0.0834,427.5,12.7,-12.7,19.44,5.29,-1.77,1181.0,,,459.47,366.66,-118.91,40.4,1.0,q1_q17_dr25_tce,5786.0,155.0,-155.0,4.558,0.046,-0.184,0.824,0.224,-0.075,286.0705,38.975101,14.722000000000001
3057,K00494.01,Kepler-577 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,25.69581456,5.824e-05,-5.824e-05,188.78888999999998,0.00175,-0.00175,0.68,0.206,-0.439,4.0251,0.0791,-0.0791,1130.8,29.0,-29.0,1.7,0.21,-0.33,314.0,,,2.3,1.17,-1.1,45.1,1.0,q1_q17_dr25_tce,3787.0,163.0,-204.0,4.775,0.096,-0.055999999999999994,0.477,0.061,-0.092,294.71193999999997,39.073761,14.885
3058,K00540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,25.70280003,3.8e-05,-3.8e-05,194.82512,0.00117,-0.00117,1.27,69.57,-0.146,3.1644,0.0598,-0.0598,5623.8,97.7,-97.7,33.1,6.7,-3.92,562.0,,,23.68,14.82,-7.19,67.9,1.0,q1_q17_dr25_tce,5532.0,165.0,-149.0,4.488,0.10800000000000001,-0.132,0.835,0.169,-0.099,297.76697,49.446659000000004,14.917
3059,K00541.01,Kepler-594 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.64617478,3.407e-05,-3.407e-05,180.34991000000002,0.00205,-0.00205,0.115,0.342,-0.115,3.4098,0.0651,-0.0651,633.0,16.6,-16.6,2.06,0.47,-0.16,678.0,,,49.89,33.39,-12.55,43.4,1.0,q1_q17_dr25_tce,5569.0,149.0,-166.0,4.566,0.038,-0.152,0.829,0.187,-0.067,288.92157000000003,49.762032,14.748
3060,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.2136689260000004,1.09e-06,-1.09e-06,123.611878,0.000274,-0.000274,0.021,0.188,-0.021,3.98235,0.00911,-0.00911,727.8,2.5,-2.5,4.13,0.26,-0.23,1515.0,,,1244.44,229.31,-193.94,346.9,1.0,q1_q17_dr25_tce,5795.0,69.0,-77.0,4.101,0.033,-0.027000000000000003,1.545,0.097,-0.087,285.61533,50.13575,12.210999999999999
3061,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.13121389,1.902e-05,-1.902e-05,137.99254,0.00188,-0.00188,0.622,0.059,-0.457,4.2386,0.0554,-0.0554,111.8,2.2,-2.2,1.58,0.06,-0.1,1117.0,,,368.36,47.34,-60.42,55.3,3.0,q1_q17_dr25_tce,6181.0,68.0,-86.0,4.22,0.033,-0.027000000000000003,1.424,0.056,-0.085,288.68869,41.15118,11.017999999999999
3062,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,41.8854433,0.0001514,-0.0001514,178.6919,0.00301,-0.00301,0.917,0.023,-0.625,6.763,0.225,-0.225,687.4,15.5,-15.5,3.28,0.88,-0.6,540.0,,,20.05,16.01,-8.0,47.0,1.0,q1_q17_dr25_tce,5735.0,155.0,-155.0,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578000000005,14.35
3063,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,13.81733587,9.263e-05,-9.263e-05,135.03413,0.00537,-0.00537,0.967,0.015,-0.682,4.261,0.119,-0.119,223.2,12.2,-12.2,2.04,0.55,-0.37,781.0,,,88.04,70.3,-35.11,20.4,2.0,q1_q17_dr25_tce,5735.0,155.0,-155.0,4.356,0.175,-0.193,1.028,0.279,-0.186,295.57135,49.774578000000005,14.35
3064,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,0.9,0,0,0,0,52.8148051,0.0003846,-0.0003846,164.90456,0.00535,-0.00535,0.002,0.45,-0.002,7.309,0.15,-0.15,553.7,21.0,-21.0,3.33,0.53,-0.73,562.0,,,23.57,10.03,-9.86,27.4,3.0,q1_q17_dr25_tce,5565.0,83.0,-66.0,4.117,0.201,-0.09300000000000001,1.439,0.229,-0.315,291.97144,47.86417,14.915
3065,K00598.01,Kepler-195 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.30783912,1.144e-05,-1.144e-05,171.17201,0.00104,-0.00104,0.019,0.349,-0.019,3.1516,0.0332,-0.0332,777.5,13.2,-13.2,2.15,0.36,-0.18,751.0,,,75.09,40.14,-18.59,66.4,1.0,q1_q17_dr25_tce,5320.0,159.0,-143.0,4.5889999999999995,0.027999999999999997,-0.105,0.786,0.132,-0.066,288.12097,47.966671000000005,14.812999999999999
3066,K03833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,49.5740154,0.0003834,-0.0003834,201.97177,0.00587,-0.00587,0.472,0.037,-0.083,63.196,0.472,-0.472,8772.9,51.1,-51.1,5.01,0.53,-0.79,280.0,,,1.46,0.56,-0.58,200.6,1.0,q1_q17_dr25_tce,4040.0,129.0,-158.0,4.7139999999999995,0.084,-0.039,0.527,0.055,-0.083,293.53409,44.477084999999995,13.534
3067,K00598.02,Kepler-195 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,34.0963441,0.0001948,-0.0001948,153.82654,0.00467,-0.00467,0.386,0.06,-0.386,3.896,0.121,-0.121,472.7,23.4,-23.4,1.71,0.28,-0.15,469.0,,,11.42,6.11,-2.82,21.5,2.0,q1_q17_dr25_tce,5320.0,159.0,-143.0,4.5889999999999995,0.027999999999999997,-0.105,0.786,0.132,-0.066,288.12097,47.966671000000005,14.812999999999999
3068,K00599.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.45442931,1.25e-05,-1.25e-05,173.21478000000002,0.00146,-0.00146,0.749,0.182,-0.511,2.6772,0.0547,-0.0547,586.1,15.1,-15.1,2.48,0.75,-0.26,999.0,,,234.98,215.93,-69.1,45.3,1.0,q1_q17_dr25_tce,6092.0,181.0,-200.0,4.496,0.052000000000000005,-0.221,0.943,0.289,-0.096,296.12073,47.921478,14.854000000000001
3069,K00600.01,Kepler-618 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.595769013,9.383e-06,-9.383e-06,170.36915,0.00205,-0.00205,0.496,0.424,-0.291,3.1569,0.0636,-0.0636,383.7,9.7,-9.7,2.39,0.38,-0.38,1296.0,,,666.88,279.57,-220.98,45.9,1.0,q1_q17_dr25_tce,5762.0,78.0,-78.0,4.283,0.13699999999999998,-0.11199999999999999,1.196,0.191,-0.191,286.24982,48.06094,14.827
3070,K00438.02,Kepler-155 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,52.6615266,0.000136,-0.000136,183.52053999999998,0.00214,-0.00214,0.682,0.036,-0.488,3.1592,0.0745,-0.0745,1078.1,29.3,-29.3,1.87,0.11,-0.12,271.0,,,1.28,0.26,-0.25,38.4,2.0,q1_q17_dr25_tce,3984.0,71.0,-86.0,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582000000004,51.08194,14.258
3071,K00439.01,Kepler-554 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.902208647,4.14e-07,-4.14e-07,170.449657,0.000175,-0.000175,0.116,0.163,-0.116,2.19877,0.00854,-0.00854,2343.5,7.3,-7.3,4.45,0.53,-0.33,1346.0,,,778.26,278.83,-163.2,363.2,1.0,q1_q17_dr25_tce,5400.0,107.0,-107.0,4.463,0.06,-0.09699999999999999,0.937,0.113,-0.07,296.40686,51.35815,14.312999999999999
3072,K01613.03,,CANDIDATE,CANDIDATE,0.991,0,0,0,0,20.605501,0.0002593,-0.0002593,146.5069,0.0102,-0.0102,0.705,0.257,-0.477,3.793,0.302,-0.302,37.1,3.6,-3.6,0.85,0.04,-0.03,806.0,,,99.53,14.09,-13.04,11.1,4.0,q1_q17_dr25_tce,6099.0,79.0,-85.0,4.1930000000000005,0.016,-0.018000000000000002,1.308,0.054,-0.054,285.47659,41.632717,11.049000000000001
