ADDRESS,RV
"38, Beresford Road, Seaton Sluice, Whitley Bay, Tyne And Wear, NE26 4RQ",4700
"Unit 14, Atley Business Park, Cramlington, Northumberland, NE23 1WP",8100
"55 And 69, Dewley, Cramlington, Northumberland, NE23 6DT",10000
"Unit No 2, Front Street, Klondyke, Cramlington, Northumberland, NE23 6RF",6400
"Seaton Sluice & District Social Club, Collywell Bay Road, Seaton Sluice, Whitley Bay, Tyne And Wear, NE26 4QZ",8500
"R/O The Isabella, Chester Grove, Blyth, Northumberland, NE24 5RW",420
"58, Bridge Street, Blyth, Northumberland, NE24 2AP",4400
"1a, Nixon Terrace, Blyth, NE24 3EE",1925
"Unit Bt76/59h, South Nelson Road, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",4200
"10-12, Astley Road, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DG",3400
"74, Beaconsfield Street, Blyth, Northumberland, NE24 2DS",4750
"46, Astley Road,  Seaton Delaval, Whitley Bay, NE25 0DG",4750
"25a, Bowes Street, Blyth, Northumberland, NE24 1BD",3450
"The Quay, 67, Bridge Street, Blyth, Northumberland, NE24 2AF",12750
"The Quay, 67, Bridge Street, Blyth, Northumberland, NE24 2AF",12750
"Unit 2n, Nelson Way, Admiral Business Park, North Nelson Industrial Estate, Cramlington, Northumberland, NE23 9JT",9800
"62, Regent Street, Blyth, Northumberland, NE24 1LT",13250
"Unit Bt9/16a, Cowley Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TF",8800
"6, Delaval Terrace, Blyth, Northumberland, NE24 1DJ",7100
"Unit 23, Apex Business Village, Annitsford, Cramlington, Northumberland, NE23 7BF",11500
"Unit D20-D22, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne & Wear, NE25 0QT",16750
"Empire School Of Boxing, Cowpen Road, Blyth, Northumberland, NE24 5JW",4050
"Unit 3 At 79, Waterloo Road, Blyth, Northumberland, NE24 1BU",10250
"12, Clifton Road, Cramlington, Northumberland, NE23 6TG",7100
"Unit 17, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",7500
"1, Jubilee Court, Seventh Avenue, Blyth, Northumberland, NE24 2TF",2125
"10, Avenue Road, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DU",4900
"Unit F, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0PP",3050
"Unit D, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0PP",1550
"Unit Bt76/17f, Moorland Way, Nelson Park Industrial Estate, Cramlington, Northumberland, NE23 1WE",6000
"Kingsway Garage, Kingsway, Blyth, Northumberland, NE24 2RS",2275
"Unit Bt76/59c, South Nelson Road, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",7800
"Unit D6b, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0QT",6900
"31, Avenue Road, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DT",8900
"Site Office Cramlington Land Partnership, Admiral Buiness Park, Nelson Waynorth Nelson Industrial Estate, Cramlington, Northumberland, NE23 1JT",3200
"The Garage, Mcbride'S Yard, Old Stone Road, Cramlington, Northumberland, NE23 6XW",4900
"The Isabella, Chester Grove, Blyth, Northumberland, NE24 5RW",11500
"Unit 37, Apex Business Village, Annitsford, Cramlington, Northumberland, NE23 7BF",11500
"Unit D9, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0QT",4300
"Unit 18, Apex Business Village, Annitsford, Cramlington, NE23 7BF",11500
"Unit D23, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0QT",2300
"Unit 5 Old Parish Hall, Dudley Lane, Cramlington, Northumberland, NE23 6UW",4300
"44-46, Union Street, Blyth, Northumberland, NE24 2ED",4550
"Factory No 17 Grasmere Way, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",7600
"Mayfields Community Centre, Brownrigg Drive, Cramlington, Northumberland, NE23 6TF",5600
"Mayfields Community Centre, Brownrigg Drive, Cramlington, Northumberland, NE23 6TF",5600
"16, Stanley Street, Blyth, Northumberland, NE24 2BU",6600
"16, Stanley Street, Blyth, Northumberland, NE24 2BU",6600
"Unit Bt76/55e, South Nelson Road, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",4000
"Land Ex Factory 8a, Ennerdale Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",18500
"Land Ex Factory 8a, Ennerdale Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",18500
"3, Church Street, Blyth, Northumberland, NE24 1BG",10000
"Suite 9 Hubbway House, Hubbway Business Centre, Bassington Lanebassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",2800
"Unit E, Delaval Trading Estate, Seaton Delaval, Northumberland, NE25 0PP",5600
"74a, Beaconsfield Street, Blyth, Northumberland, NE24 2DS",3900
"Castaways, 32, Collywell Bay Road, Seaton Sluice, Whitley Bay, Tyne And Wear, NE26 4QZ",3150
"The Rocket Cart House , First Floor, The North Gate, South Harbour, Blyth, Northumberland, NE24 3PA",2000
"The Rocket Cart House , First Floor, The North Gate, South Harbour, Blyth, Northumberland, NE24 3PA",2000
"Unit 34, Atley Business Park, Cramlington, Northumberland, NE23 1WP",9100
"1st Floor, 15, Union Street, Blyth, Northumberland, NE24 2EB",2200
"17, Union Street, Blyth, Northumberland, NE24 2EB",1550
"Waste Recycling Station, Coniston Road, Riverside Business Park, Blyth, Northumberland, NE24 4RF",1775
"5, Avenue Crescent, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DN",4900
"20, Bowes Street, Blyth, Northumberland, NE24 1BD",3600
"Unit 33, Atley Business Park, Cramlington, Northumberland, NE23 1WP",8800
"Ice House No 4, South Harbour, Blyth, Northumberland, NE24 3PB",1150
"1-3 Co-Operative Buildings, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0AS",16250
"Seaton Delaval Arts Centre, Blyth Street, Seaton Delaval, Whitley Bay, Tyne & Wear, NE25 0DZ",4650
"Seaton Delaval Arts Centre, Blyth Street, Seaton Delaval, Whitley Bay, Tyne & Wear, NE25 0DZ",4650
"Store No 6, Fish Quay, South Harbour, Blyth, Northumberland, NE24 3PB",495
"6, Bondicar Terrace, Blyth, Northumberland, NE24 2JZ",2300
"5a, Main Street South,  Seghill, Cramlington, NE23 7SD",4050
"18, Stanley Street, Blyth, Northumberland, NE24 2BU",6100
"Livery Stables, Seaton Hall Farm, The Avenueseaton Sluice, Whitley Bay, Tyne And Wear, NE26 4QS",5700
"Hy Tyne, South Harbour, Blyth, Northumberland, NE24 3PB",10500
"Broomhaugh C E First School, Church Lane, Riding Mill, Northumberland, NE44 6DR",14750
"Tennis Club No 1, Millfield Road, Riding Mill, Northumberland, NE44 6DL",450
"Tennis Club No 1, Millfield Road, Riding Mill, Northumberland, NE44 6DL",450
"Tennis Club No 2, Millfield Road, Riding Mill, Northumberland, NE44 6DL",1400
"Tennis Club No 2, Millfield Road, Riding Mill, Northumberland, NE44 6DL",1400
"Broomley Grange, Broomley, Stocksfield, Northumberland, NE43 7RX",19500
"Broomley Grange, Broomley, Stocksfield, Northumberland, NE43 7RX",19500
"Stocksfield Tennis Club, Guessburn, Stocksfield, Northumberland, NE43 7QP",7000
"Cricket Club, Main Road, Stocksfield, Northumberland, NE43 7NN",5700
"Cricket Club, Main Road, Stocksfield, Northumberland, NE43 7NN",5700
"Stocksfield Golf Club, Broomley, Stocksfield, Northumberland, NE43 7RE",26500
"North Acomb Farm, Stocksfield, Northumberland, NE43 7UF",2750
"North Acomb Farm, Stocksfield, Northumberland, NE43 7UF",2750
"The Garage, Barrasford, Hexham, Northumberland, NE48 4AN",2950
"The Old Sawmill, Gunnerton, Hexham, Northumberland, NE48 4AS",5600
"Barrasford Scout Centre, Barrasford, Hexham, Northumberland, NE48 4AA",2100
"Barrasford Scout Centre, Barrasford, Hexham, Northumberland, NE48 4AA",2100
"Village Hall, Barrasford, Hexham, Northumberland, NE48 4AA",2800
"Village Hall, Barrasford, Hexham, Northumberland, NE48 4AA",2800
"Village Hall, Colwell, Hexham, Northumberland, NE46 4TL",2650
"Village Hall, Colwell, Hexham, Northumberland, NE46 4TL",2650
"Chollerton C E Voluntary Aided, First School, Barrasford, Hexham, Northumberland, NE48 4AR",6100
"Corbridge Cricket Club, Tynedale Park, The Stanners, Corbridge, Northumberland, NE45 5AY",4300
"Farnley Grange, Farnley, Corbridge, Northumberland, NE45 5RP",2375
"18, Princes Street, Corbridge, Northumberland, NE45 5DB",2900
"Corbridge C E Aided First School, St Helens Lane, Corbridge, Northumberland, NE45 5JQ",30500
"The Forge, Thornbrough, Corbridge, Northumberland, NE45 5LX",1400
"Dilston Scout Camp, Corbridge, Northumberland, NE45 5RA",1575
"Dilston Scout Camp, Corbridge, Northumberland, NE45 5RA",1575
"Curlew Cottage, Langley, Hexham, Northumberland, NE47 5LZ",3200
"2, John Martin Street, Haydon Bridge, Hexham, Northumberland, NE47 6AA",2900
"Village Hall, Langley On Tyne, Hexham, Northumberland, NE47 5LA",1000
"Village Hall, Langley On Tyne, Hexham, Northumberland, NE47 5LA",1000
"H Watson & Co, Shaftoe Street, Haydon Bridge, Hexham, Northumberland, NE47 6BJ",5200
"H Watson & Co, Shaftoe Street, Haydon Bridge, Hexham, Northumberland, NE47 6BJ",5200
"Shaftoe Trust, Shaftoe Terrace, Haydon Bridge, Hexham, Northumberland, NE47 6BW",2900
"Town Hall, Shaftoe Street, Haydon Bridge, Hexham, Northumberland, NE47 6BQ",5000
"Humshaugh Village Hall, Humshaugh, Hexham, Northumberland, NE46 4AA",2600
"Allergarth, Newbrough, Hexham, Northumberland, NE47 5AR",2025
"The Garage, Newbrough, Hexham, Northumberland, NE47 5AR",5800
"Town Hall, Newbrough, Hexham, Northumberland, NE47 5AR",6000
"Town Hall, Newbrough, Hexham, Northumberland, NE47 5AR",6000
"Haydon Hunt Kennels, Newbrough, Hexham, Northumberland, NE47 5BD",5700
"Haydon Hunt Kennels, Newbrough, Hexham, Northumberland, NE47 5BD",5700
"Ovingham Reading Room, West Road, Ovingham, Prudhoe, Northumberland, NE42 6BW",2300
"Ovingham Reading Room, West Road, Ovingham, Prudhoe, Northumberland, NE42 6BW",2300
"Ovingham Playing Field R/O, Piper Road, Ovingham, Prudhoe, Northumberland, NE42 6AZ",1375
"The Alders Northside Chalet Site, Ovington, Prudhoe, Northumberland, NE42 6DG",780
"Partnership Field, Springwell, Ovington, Prudhoe, Northumberland, NE42 6EF",5500
"Bridge End Workshop, Bridge End, Ebchester, Consett, Co Durham, DH8 9JA",1650
"Sailing Club, Derwent Reservoir, Consett, Co Durham, DH8 9PH",6900
"Pasture House, Whittonstall, Consett, Co Durham, DH8 9JS",3150
"Pasture House, Whittonstall, Consett, Co Durham, DH8 9JS",3150
"Shotley Hall, Shotley Bridge, Consett, Co Durham, DH8 9TE",1125
"Sproats Farm, Whittonstall, Consett, Co Durham, DH8 9JR",14500
"Sproats Farm, Whittonstall, Consett, Co Durham, DH8 9JR",14500
"Snods Edge, Shotley Bridge, Consett, DH8 9TJ",810
"East Stonefolds, Wark, Hexham, NE48 3EB",840
"East Stonefolds, Wark, Hexham, NE48 3EB",840
"Village Hall, Simonburn, Hexham, Northumberland, NE48 3AQ",1825
"Village Hall, Simonburn, Hexham, Northumberland, NE48 3AQ",1825
"Village Hall, Slaley, Hexham, Northumberland, NE47 0AA",2500
"Village Hall, Slaley, Hexham, Northumberland, NE47 0AA",2500
"Town Foot, Slaley, Hexham, Northumberland, NE47 0BQ",4975
"Chollerford Garage, Chollerford, Hexham, Northumberland, NE46 4EW",4900
"Humshaugh Cricket Club, Chollerford, Hexham, Northumberland, NE46 4EN",1325
"Village Hall, Wall, Hexham, Northumberland, NE46 4EE",1475
"Village Hall, Wall, Hexham, Northumberland, NE46 4EE",1475
"Frankham Fell, Fourstones, Hexham, Northumberland, NE47 5DZ",12250
"Village Hall, Great Whittington, Newcastle Upon Tyne, NE19 2HA",1750
"Village Hall, Great Whittington, Newcastle Upon Tyne, NE19 2HA",1750
"Masonic Hall, Chapel Lane, Wylam, Northumberland, NE41 8DF",3050
"1-2, Cherry Tree Lane, Wylam, Northumberland, NE41 8AF",3650
"1-2, Cherry Tree Lane, Wylam, Northumberland, NE41 8AF",3650
"Institute House, Church Road, Wylam, Northumberland, NE41 8AP",6400
"Institute House, Church Road, Wylam, Northumberland, NE41 8AP",6400
"Football Ground, Temple Houses, Haydon Bridge, Hexham, Northumberland, NE47 6AG",5000
"The Poplars Caravan Site, Haydon Bridge, Hexham, Northumberland, NE47 6BY",11250
"Minsteracres Retreat Centre, Minsteracres, Consett, Co Durham, DH8 9RT",10500
"Minsteracres Retreat Centre, Minsteracres, Consett, Co Durham, DH8 9RT",10500
"Northumbria Gliding Club Currock Hill, Chopwell, Newcastle Upon Tyne, NE17 7AX",14500
"Adj Close House, Hexham, Northumberland, NE46 1ST",2900
"High Ardley, Hexham, Northumberland, NE46 2LG",14500
"Whitley Chapel Old School, Steel, Hexham, Northumberland, NE47 0HB",1325
"Whitley Chapel, C E Aided First School, Steel, Hexham, Northumberland, NE47 0HB",5600
"Hagwood, Steel, Hexham, Northumberland, NE47 0HB",11500
"Horsley Womens Institute, Main Road, Horsley, Newcastle Upon Tyne, NE15 0NT",1475
"Horsley Womens Institute, Main Road, Horsley, Newcastle Upon Tyne, NE15 0NT",1475
"University Of Newcastle Workshop, Nafferton Farm, Stocksfield, NE43 7XD",12000
"Chollerford Bridge Filling Station, Chollerford, Hexham, Northumberland, NE46 4EW",11000
"Chollerford Bridge Filling Station, Chollerford, Hexham, Northumberland, NE46 4EW",11000
"South West Of Haughton Mains, Humshaugh, Hexham, Northumberland, NE46 4AT",111
"Humshaugh C E Aided First School, Humshaugh, Hexham, Northumberland, NE46 4AA",4750
"Humshaugh Village Hall, Humshaugh, Hexham, Northumberland, NE46 4AA",2600
"412a, Plessey Road, Blyth, Northumberland, NE24 3RE",5000
"Kings Arms Hotel, West Terrace, Seaton Sluice, Whitley Bay, Tyne And Wear, NE26 4RD",72000
"17-18, Eastbourne Gardens, Cramlington, Northumberland, NE23 8JW",2500
"25, Bowes Street, Blyth, Northumberland, NE24 1BD",3550
"2, Middleton Street, Blyth, Northumberland, NE24 2LZ",1800
"Kiosk 4, Cheviot House, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6RT",17750
"Unit 2, 38a, Union Street, Blyth, Northumberland, NE24 2EA",4700
"Units 22-23, Atley Business Park, Cramlington, Northumberland, NE23 1WP",11250
"58-60, Goschen Street, Blyth, Northumberland, NE24 1NL",2750
"Unit Bt9/16b, Cowley Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TF",8900
"4, Avenue Road,  Seaton Delaval, Whitley Bay, NE25 0DU",4150
"7, Double Row, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0PP",13000
"Unit 15, Riverside Court, Coniston Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RS",2800
"Unit 15, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0PP",1625
"3c, Poplar Court, Atley Way, North Nelson Industrial Estate, Cramlington, Northumberland, NE23 1WR",8700
"Unit 28a, Spencer Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",13500
"Nt76/16d Moorland Way, Nelson Park Industrial Estate, Cramlington, Northumberland, NE23 1WE",6500
"Seaton Delaval Hall, Seaton Delaval, Whitley Bay, Tyne And Wear, NE26 4QR",0
"Unit Bt76/56b, South Nelson Road, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",10500
"Last Orders, 42, Regent Street, Blyth, Northumberland, NE24 1LS",22000
"74, Druridge Drive, Blyth, Northumberland, NE24 4PZ",4200
"Unit 18a, Spencer Court, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",5100
"2a, Poplar Court, Atley Way, North Nelson Industrial Estate, Cramlington, Northumberland, NE23 1WR",11500
"Unit Bt76/58a, South Nelson Road, South Nelson Ind Estate, Cramlington, Northumberland, NE23 1WF",11000
"Yarrow And Harvey Optometrists, The Village Surgery, Dudley Lane, Cramlington, Northumberland, NE23 6US",12500
"Unit 1, Burt Street, Blyth, Northumberland, NE24 1NE",10000
"Unit 2, Burt Street, Blyth, Northumberland, NE24 1NE",10000
"11, Bowes Street, Blyth, Northumberland, NE24 1BD",2500
"First Floor Unit 5, Berrymoor Court, Northumberland Business Park, Cramlington, Northumberland, NE23 7RZ",13500
"Unit 17c, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0PP",3300
"6a, Parsons Street, Blyth, NE24 1BN",1950
"J H Newman & Son, Alnmouth Terrace, Acomb, Hexham, Northumberland, NE46 4RE",6200
"C R Heslop, Colliery Yard, Acomb, Hexham, Northumberland, NE46 4RU",5300
"Henderson Fencing, Colliery Yard, Acomb, Hexham, Northumberland, NE46 4QH",6000
"The Garage, Acomb, Hexham, Northumberland, NE46 4QT",14000
"Recreation Field, Acomb, Hexham, Northumberland, NE46 4RF",1325
"Acomb Post Office, Main Street, Acomb, Hexham, Northumberland, NE46 4PY",3750
"Acomb Post Office, Main Street, Acomb, Hexham, Northumberland, NE46 4PY",3750
"Village Hall, Acomb, Hexham, Northumberland, NE46 4RF",3850
"Recreation Field Tennis Courts, Acomb, Hexham, Northumberland, NE46 4RF",900
"10, Acomb Industrial Estate, Acomb, Hexham, Northumberland, NE46 4SA",6600
"The Gift Shop, Market Place, Allendale, Hexham, Northumberland, NE47 9BD",7100
"3, Shield Street, Allendale, Hexham, Northumberland, NE47 9BP",4700
"Village Hall, Catton, Hexham, Northumberland, NE47 9QJ",1275
"Riding Haugh, Allendale, Hexham, Northumberland, NE47 9EE",2600
"Allen Valley Bowling Club, Allendale, Hexham, Northumberland, NE47 9LG",630
"Allen Valley Bowling Club, Allendale, Hexham, Northumberland, NE47 9LG",630
"High Sinderhope, Sinderhope, Hexham, Northumberland, NE47 9SH",8000
"Old School, Sinderhope, Hexham, Northumberland, NE47 9SB",970
"Old School, Sinderhope, Hexham, Northumberland, NE47 9SB",970
"Post Office, Sparty Lea, Hexham, Northumberland, NE47 9UA",305
"Post Office, Sparty Lea, Hexham, Northumberland, NE47 9UA",305
"Allenheads Lodge, Allenheads, Hexham, Northumberland, NE47 9HW",2400
"Near Allenheads Hall, Allenheads, Hexham, Northumberland, NE47 9HW",910
"Blanchland Sports Club, Derwent View, Blanchland, Consett, Co Durham, DH8 9UA",4050
"The Bothy, Little Bavington, Capheaton, Newcastle Upon Tyne, NE19 2BB",2000
"32, Avenue Road, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DU",4050
"The Fruit & Veg Warehouse, Hill View Cottage, Clayport Bank, Alnwick, Northumberland, NE66 1EH",1450
"Former Highways Department Depot, Hadston Industrial Estate, Hadston, Morpeth, Northumberland, NE65 9YG",5500
" Office F23, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",3150
"13a, Bell Villas, Ponteland, Newcastle Upon Tyne, NE20 9BB",8500
"Unit B11 Terraced Factories, Bassington Lane, Bassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",5600
"2, Castlegarth, The Wynding, Bamburgh, Northumberland, NE69 7DB",4450
"Direct Pets (Country Life Services Limited), Unit 3-1, Windmill Way East, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",15500
"Direct Pets (Country Life Services Limited), Unit 3-1, Windmill Way East, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",15500
"2, Castle View, Seahouses, NE68 7BD",7800
"190, Main Street, Tweedmouth, Berwick-Upon-Tweed, TD15 2AW",4850
"Hawthorn Nurseries, Earsdon, Whitley Bay, Tyne And Wear, NE25 9TQ",4650
"61, Gordon Street, Amble, Morpeth, NE65 0AT",3750
"Mr Douglas, Store O, The Harbour, Holy Island, Berwick-Upon-Tweed, TD15 2SQ",1200
"Alnwick Youth Hostel, 34-38, Green Batt, Alnwick, Northumberland, NE66 1TU",9200
"Queens Head Hotel, 15, Front Street, Glanton, Alnwick, Northumberland, NE66 4AP",6950
"10, Waterside Court, North Seaton, Ashington, NE63 0YG",9500
"Kielder Water Ski Club, The Beeches, Falstone, Hexham, Northumberland, NE48 1AX",1650
"Kielder Water Ski Club, The Beeches, Falstone, Hexham, Northumberland, NE48 1AX",1650
"Kielder Yacht Club Ltd, Whickhope Arm, Falstone, Hexham, Northumberland, NE48 1AG",2025
"Asmara, 1, Freehold Street, Blyth, Northumberland, NE24 2BA",8300
"4, Jubilee Place, Seahouses, NE68 7RZ",4050
"14, Waterside Court, North Seaton, Ashington, NE63 0YG",6000
"1st Flr Unit 29, Apex Business Village, Annitsford, Cramlington, Northumberland, NE23 7BF",6500
"Gnd Flr Unit 29, Apex Business Village, Annitsford, Cramlington, Northumberland, NE23 7BF",6000
"Offices 1 & 2 Gnd Flr, Meadowfield House, Meadowfield, Ponteland, Newcastle Upon Tyne, NE20 9SD",2250
"76, Front Street, Prudhoe, Northumberland, NE42 5PU",9800
